country_code,year,paper_pulp_import_tonnes
SAU,2003,135009
SAU,2002,104377
SAU,2001,132798
SAU,2000,22194
SAU,1999,51400
SAU,1998,52000
SAU,1997,36611
SAU,1996,97511
SAU,1995,94392
SAU,1994,76854
SAU,1993,58634
SAU,1992,41143
SEN,2020,4855
SEN,2019,1373
SEN,2018,1482
SEN,2017,1051
SEN,2016,741
SEN,2015,643
SEN,2014,499
SEN,2013,773
SEN,2012,697
SEN,2011,397
SEN,2010,272
SEN,2009,345
SEN,2008,512
SEN,2007,300
SEN,2006,300
SEN,2005,300
SEN,2004,300
SEN,2003,300
SEN,2002,300
SEN,2001,300
SEN,2000,1700
SEN,1999,1700
SEN,1998,100
SEN,1997,100
SEN,1996,100
SEN,1995,100
SEN,1994,87
SEN,1993,87
SEN,1992,67
SRB,2020,82000
SRB,2019,73100
SRB,2018,72130
SRB,2017,62640
SRB,2016,45000
SRB,2015,46400
SRB,2014,43110
SRB,2013,40100
SRB,2012,38070
SRB,2011,38070
SRB,2010,34085
SRB,2009,29000
SRB,2008,15000
SRB,2007,12000
SRB,2006,11000
SYC,2020,0
SYC,2019,5
SYC,2018,43
SYC,2017,43
SYC,2016,43
SYC,2015,62
SYC,2014,1
SYC,2013,1
SLE,2020,1511
SLE,2019,1511
SLE,2018,1512
SLE,2017,1512
SLE,2016,1805
SLE,2015,1805
SLE,2014,1805
SLE,2013,1806
SLE,2012,1806
SLE,2011,1806
SLE,2010,1806
SLE,2009,1809
SLE,2008,1809
SLE,2007,1809
SLE,2006,1045
SLE,2005,1090
SLE,2004,1090
SLE,2003,897
SLE,2002,69
SLE,2001,869
SLE,2000,869
SLE,1999,869
SLE,1998,869
SLE,1997,729
SLE,1996,418
SLE,1995,18
SLE,1994,18
SLE,1993,22
SLE,1992,1457
SGP,2020,228728
SGP,2019,777416
SGP,2018,911160
SGP,2017,399395
SGP,2016,771467
SGP,2015,580326
SGP,2014,590119
SGP,2013,568847
SGP,2012,518512
SGP,2011,118767
SGP,2010,35692
SGP,2009,27283
SGP,2008,13200
SGP,2007,14500
SGP,2006,23093
SGP,2005,5878
SGP,2004,7378
SGP,2003,4795
SGP,2002,58100
SGP,2001,57900
SGP,2000,73000
SGP,1999,73000
SGP,1998,365200
SGP,1997,31200
SGP,1996,31200
SGP,1995,29500
SGP,1994,28056
SGP,1993,15440
SGP,1992,30417
SGP,1991,24500
SGP,1990,23900
SGP,1989,12400
SGP,1988,24900
SGP,1987,13700
SGP,1986,17000
SGP,1985,5800
SGP,1984,10500
SGP,1983,3300
SGP,1982,2500
SGP,1981,3400
SGP,1980,4800
SGP,1979,1600
SGP,1978,5200
SGP,1977,900
SGP,1976,1800
SGP,1975,1200
SGP,1974,1600
SGP,1973,4200
SGP,1972,2700
SGP,1971,1900
SGP,1970,1900
SGP,1969,1500
SGP,1968,1300
SGP,1967,100
SGP,1965,100
SVK,2020,161623
SVK,2019,159372
SVK,2018,150462
SVK,2017,153003
SVK,2016,157385
SVK,2015,164259
SVK,2014,160750
SVK,2013,139905
SVK,2012,185165
SVK,2011,209884
SVK,2010,199029
SVK,2009,156427
SVK,2008,157335
SVK,2007,146598
SVK,2006,90000
SVK,2005,96000
SVK,2004,106000
SVK,2003,106000
SVK,2002,82000
SVK,2001,85000
SVK,2000,72000
SVK,1999,64018
SVK,1998,56700
SVK,1997,1200
SVK,1996,18500
SVK,1995,17000
SVK,1994,16000
SVK,1993,1042
SVN,2020,289108
SVN,2019,237590
SVN,2018,249287
SVN,2017,241220
SVN,2016,247130
SVN,2015,227783
SVN,2014,236718
SVN,2013,200107
SVN,2012,201596
SVN,2011,198477
SVN,2010,211334
SVN,2009,222400
SVN,2008,223056
SVN,2007,233186
SVN,2006,198493
SVN,2005,194601
SVN,2004,202756
SVN,2003,186291
SVN,2002,168240
SVN,2001,158810
SVN,2000,164303
SVN,1999,150000
SVN,1998,159000
SVN,1997,161000
SVN,1996,126300
SVN,1995,139200
SVN,1994,140017
SVN,1993,123771
SVN,1992,120958
SLB,2020,11
SLB,2019,11
SLB,2018,11
SLB,2017,2
SLB,2016,56
SOM,2020,0
SOM,2019,0
SOM,2018,0
SOM,2017,0
SOM,2016,0
SOM,2015,0
SOM,2014,0
SOM,2013,45
SOM,2012,45
SOM,2011,45
SOM,2010,45
SOM,2009,45
SOM,2008,45
SOM,2007,0
SOM,2006,0
SOM,2005,0
SOM,2004,0
SOM,2003,0
SOM,2002,0
SOM,2001,0
SOM,2000,0
SOM,1999,0
SOM,1998,0
SOM,1997,0
SOM,1996,0
SOM,1995,0
SOM,1994,0
SOM,1992,23
ZAF,2020,152148
ZAF,2019,178053
ZAF,2018,205350
ZAF,2017,166379
ZAF,2016,165431
ZAF,2015,142413
ZAF,2014,147101
ZAF,2013,125693
ZAF,2012,82481
ZAF,2011,72005
ZAF,2010,66523
ZAF,2009,66997
ZAF,2008,84519
ZAF,2007,104337
ZAF,2006,33991
ZAF,2005,73286
ZAF,2004,68453
ZAF,2003,59377
ZAF,2002,63300
ZAF,2001,50700
ZAF,2000,68600
ZAF,1999,68600
ZAF,1998,72500
ZAF,1997,95054
ZAF,1996,95054
ZAF,1995,61336
ZAF,1994,60752
ZAF,1993,54815
ZAF,1992,38198
ZAF,1991,87804
ZAF,1990,87804
ZAF,1989,87800
ZAF,1988,57181
ZAF,1987,56904
ZAF,1986,55200
ZAF,1985,55300
ZAF,1984,198000
ZAF,1983,288200
ZAF,1982,120200
ZAF,1981,180000
ZAF,1980,208500
ZAF,1979,129000
ZAF,1978,125700
ZAF,1977,120100
ZAF,1976,116600
ZAF,1975,92900
ZAF,1974,106700
ZAF,1973,104400
ZAF,1972,78100
ZAF,1971,63500
ZAF,1970,65700
ZAF,1969,61500
ZAF,1968,34500
ZAF,1967,1100
ZAF,1966,3000
ZAF,1965,2000
ZAF,1964,4000
ZAF,1963,4000
ZAF,1962,3300
ZAF,1961,7800
ESP,2020,1035571
ESP,2019,1044438
ESP,2018,1088439
ESP,2017,1082535
ESP,2016,1115275
ESP,2015,1107807
ESP,2014,994350
ESP,2013,1110777
ESP,2012,1001332
ESP,2011,971137
ESP,2010,1183284
ESP,2009,920744
ESP,2008,981450
ESP,2007,956470
ESP,2006,926114
ESP,2005,881619
ESP,2004,851000
ESP,2003,788000
ESP,2002,798000
ESP,2001,734900
ESP,2000,664300
ESP,1999,556000
ESP,1998,712000
ESP,1997,561500
ESP,1996,494600
ESP,1995,511500
ESP,1994,405700
ESP,1993,413696
ESP,1992,489117
ESP,1991,393100
ESP,1990,431400
ESP,1989,316300
ESP,1988,415300
ESP,1987,427000
ESP,1986,444300
ESP,1985,329500
ESP,1984,293000
ESP,1983,261000
ESP,1982,304400
ESP,1981,240000
ESP,1980,282100
ESP,1979,267000
ESP,1978,260100
ESP,1977,231300
ESP,1976,219200
ESP,1975,285800
ESP,1974,341600
ESP,1973,380300
ESP,1972,340100
ESP,1971,257600
ESP,1970,301300
ESP,1969,287200
ESP,1968,246000
ESP,1967,5300
ESP,1966,9600
ESP,1965,13900
ESP,1964,20600
ESP,1963,21300
ESP,1962,9500
ESP,1961,10700
LKA,2020,5873
LKA,2019,5741
LKA,2018,4570
LKA,2017,3726
LKA,2016,4444
LKA,2015,3061
LKA,2014,4125
LKA,2013,2255
LKA,2012,2300
LKA,2011,1918
LKA,2010,1386
LKA,2009,1460
LKA,2008,1376
LKA,2007,2633
LKA,2006,2278
LKA,2005,882
LKA,2004,2675
LKA,2003,10407
LKA,2002,10462
LKA,2001,14300
LKA,2000,12435
LKA,1999,12435
LKA,1998,12435
LKA,1997,12435
LKA,1996,11200
LKA,1995,6806
LKA,1994,5408
LKA,1993,6264
LKA,1992,4149
LKA,1991,2200
LKA,1990,1200
LKA,1989,1800
LKA,1988,12500
LKA,1987,8100
LKA,1986,5300
LKA,1985,2400
LKA,1984,4900
LKA,1983,4900
LKA,1982,3900
LKA,1981,5900
LKA,1980,4000
LKA,1979,15100
LKA,1978,11100
LKA,1977,8000
LKA,1976,6400
LKA,1975,6400
LKA,1974,6400
LKA,1973,6400
LKA,1972,6400
LKA,1971,13900
LKA,1969,3300
LKA,1968,3000
LKA,1967,3200
LKA,1966,2600
LKA,1965,5100
LKA,1964,3100
LKA,1963,1300
LKA,1962,2300
SDN,2020,19
SDN,2019,19
SDN,2018,7
SDN,2017,7
SDN,2016,7
SDN,2015,7
SDN,2014,15006
SDN,2013,20506
SDN,2012,53
SUR,2020,37
SUR,2019,37
SWE,2020,618358
SWE,2019,551575
SWE,2018,603986
SWE,2017,558748
SWE,2016,535931
SWE,2015,395338
SWE,2014,388070
SWE,2013,416742
SWE,2012,487443
SWE,2011,447435
SWE,2010,424663
SWE,2009,349559
SWE,2008,444363
SWE,2007,410000
SWE,2006,444990
SWE,2005,461230
SWE,2004,422630
SWE,2003,383193
SWE,2002,379614
SWE,2001,309510
SWE,2000,323722
SWE,1999,289000
SWE,1998,269900
SWE,1997,249500
SWE,1996,239000
SWE,1995,232000
SWE,1994,222000
SWE,1993,144013
SWE,1992,169041
SWE,1991,144000
SWE,1990,167300
SWE,1989,117100
SWE,1988,110600
SWE,1987,118100
SWE,1986,137900
SWE,1985,117800
SWE,1984,114300
SWE,1983,92000
SWE,1982,80600
SWE,1981,74600
SWE,1980,48400
SWE,1979,43200
SWE,1978,18500
SWE,1977,13400
SWE,1976,18800
SWE,1975,27000
SWE,1974,14100
SWE,1973,39200
SWE,1972,35800
SWE,1971,24300
SWE,1970,26900
SWE,1969,12900
SWE,1968,4400
SWE,1967,1600
SWE,1966,3500
SWE,1965,1300
SWE,1964,800
SWE,1961,400
CHE,2020,102579
CHE,2019,98677
CHE,2018,108887
CHE,2017,112989
CHE,2016,125872
CHE,2015,154162
CHE,2014,160793
CHE,2013,169935
CHE,2012,207191
CHE,2011,301336
CHE,2010,474797
CHE,2009,448463
CHE,2008,519834
CHE,2007,536266
CHE,2006,463748
CHE,2005,509959
CHE,2004,509681
CHE,2003,464000
CHE,2002,463748
CHE,2001,445190
CHE,2000,467630
CHE,1999,479000
CHE,1998,434200
CHE,1997,431000
CHE,1996,424000
CHE,1995,408000
CHE,1994,415000
CHE,1993,377936
CHE,1992,409242
CHE,1991,372200
CHE,1990,338000
CHE,1989,354000
CHE,1988,355000
CHE,1987,328000
CHE,1986,333000
CHE,1985,310000
CHE,1984,290000
CHE,1983,294000
CHE,1982,230000
CHE,1981,274000
CHE,1980,288000
CHE,1979,253300
CHE,1978,273500
CHE,1977,235300
CHE,1976,189800
CHE,1975,198700
CHE,1974,244200
CHE,1973,243100
CHE,1972,202800
CHE,1971,175900
CHE,1970,226400
CHE,1969,176300
CHE,1968,157500
CHE,1967,6400
CHE,1966,3900
CHE,1965,3400
CHE,1964,8800
CHE,1963,4500
CHE,1962,900
CHE,1961,1700
TJK,2020,19
TJK,2019,557
TJK,2018,190
TJK,2017,190
TJK,2016,190
TJK,2015,190
TJK,2014,190
TJK,2013,190
TJK,2012,189
TJK,2011,62
TJK,2010,0
TJK,2009,0
TJK,2008,0
TJK,2007,0
TJK,2006,0
TJK,2005,0
TJK,2004,0
THA,2020,384793
THA,2019,415661
THA,2018,470960
THA,2017,538373
THA,2016,534900
THA,2015,490665
THA,2014,442308
THA,2013,425118
THA,2012,425118
THA,2011,386737
THA,2010,435881
THA,2009,326642
THA,2008,355392
THA,2007,371482
THA,2006,375460
THA,2005,388124
THA,2004,411625
THA,2003,408000
THA,2002,386000
THA,2001,320000
THA,2000,354000
THA,1999,362000
THA,1998,250000
THA,1997,350600
THA,1996,346000
THA,1995,353800
THA,1994,328700
THA,1993,311319
THA,1992,218188
THA,1991,187000
THA,1990,119200
THA,1989,95400
THA,1988,80200
THA,1987,113900
THA,1986,103700
THA,1985,105400
THA,1984,69600
THA,1983,121000
THA,1982,91600
THA,1981,111000
THA,1980,80500
THA,1979,128100
THA,1978,104500
THA,1977,86900
THA,1976,70100
THA,1975,26000
THA,1974,83500
THA,1973,83500
THA,1972,81100
THA,1971,41900
THA,1970,53400
THA,1969,30200
THA,1968,12500
THA,1967,3300
THA,1965,1600
THA,1964,2800
THA,1962,200
THA,1961,600
TGO,2020,49
TGO,2019,295
TGO,2018,428
TGO,2017,428
TGO,2016,443
TGO,2015,432
TGO,2014,304
TGO,2013,323
TGO,2012,323
TGO,2011,83
TGO,2010,83
TGO,2009,90
TGO,2008,80
TGO,2007,82
TGO,2006,74
TGO,2005,124
TGO,2004,124
TGO,2003,3
TGO,2002,0
TGO,2001,0
TGO,2000,0
TGO,1999,0
TGO,1998,0
TGO,1997,0
TGO,1996,0
TGO,1995,0
TGO,1994,0
TGO,1993,5
TGO,1992,8
TON,2020,3
TON,2019,3
TON,2018,3
TON,2017,3
TON,2016,3
TON,2015,3
TON,2014,3
TON,2013,10
TON,2012,10
TON,2011,10
TON,2010,10
TON,2009,15
TON,2008,15
TON,2007,15
TON,2006,1
TTO,2020,8432
TTO,2019,24956
TTO,2018,16538
TTO,2017,21432
TTO,2016,23003
TTO,2015,21250
TTO,2014,26511
TTO,2013,16185
TTO,2012,14955
TTO,2011,12258
TTO,2010,15553
TTO,2009,17055
TTO,2008,3550
TTO,2007,3550
TTO,2006,3550
TTO,2005,3550
TTO,2004,3550
TTO,2003,3550
TTO,2002,3580
TTO,2001,6300
TTO,2000,6300
TTO,1999,5600
TTO,1998,7200
TTO,1997,4900
TTO,1996,2405
TTO,1995,2905
TTO,1994,3405
TTO,1993,2502
TTO,1992,2781
TTO,1990,2000
TTO,1989,800
TTO,1988,1600
TTO,1987,1400
TTO,1986,1300
TTO,1985,800
TTO,1984,600
TTO,1983,400
TTO,1982,800
TTO,1981,400
TTO,1980,400
TTO,1979,400
TTO,1978,500
TTO,1977,300
TTO,1976,300
TTO,1975,200
TTO,1974,200
TUN,2020,61331
TUN,2019,119297
TUN,2018,88300
TUN,2017,110635
TUN,2016,139080
TUN,2015,140142
TUN,2014,78134
TUN,2013,113566
TUN,2012,125083
TUN,2011,96669
TUN,2010,101860
TUN,2009,75997
TUN,2008,136912
TUN,2007,105620
TUN,2006,96850
TUN,2005,96850
TUN,2004,96850
TUN,2003,50900
TUN,2002,50900
TUN,2001,37000
TUN,2000,47800
TUN,1999,34900
TUN,1998,53500
TUN,1997,57800
TUN,1996,49700
TUN,1995,60061
TUN,1994,42939
TUN,1993,17588
TUN,1992,61922
TUN,1991,27900
TUN,1990,29000
TUN,1989,29000
TUN,1988,29000
TUN,1987,29000
TUN,1986,15600
TUN,1985,20300
TUN,1984,17500
TUN,1983,15100
TUN,1982,8200
TUN,1981,27800
TUN,1980,5400
TUN,1979,5400
TUN,1978,9800
TUN,1977,6400
TUN,1976,6400
TUN,1975,3500
TUN,1974,8700
TUN,1973,8300
TUN,1972,1000
TUN,1971,2100
TUN,1970,8900
TUR,2020,1424018
TUR,2019,1349401
TUR,2018,1266000
TUR,2017,1230000
TUR,2016,1151600
TUR,2015,1032300
TUR,2014,968813
TUR,2013,939728
TUR,2012,841000
TUR,2011,770140
TUR,2010,629200
TUR,2009,618110
TUR,2008,591300
TUR,2007,577469
TUR,2006,474918
TUR,2005,474918
TUR,2004,368000
TUR,2003,368000
TUR,2002,368000
TUR,2001,300000
TUR,2000,320000
TUR,1999,319000
TUR,1998,303000
TUR,1997,262400
TUR,1996,204900
TUR,1995,229700
TUR,1994,195900
TUR,1993,219773
TUR,1992,157632
TUR,1991,95600
TUR,1990,95600
TUR,1989,110700
TUR,1988,136400
TUR,1987,98300
TUR,1986,89600
TUR,1985,89600
TUR,1984,72900
TUR,1983,50700
TUR,1982,46900
TUR,1981,37000
TUR,1980,35800
TUR,1979,34400
TUR,1978,31800
TUR,1977,27500
TUR,1976,28200
TUR,1975,12700
TUR,1974,15900
TUR,1973,18300
TUR,1972,19700
TUR,1971,14400
TUR,1970,900
TUR,1969,11300
TUR,1968,10500
TUR,1967,8600
TUR,1966,8300
TUR,1965,7900
TUR,1964,5400
TUR,1963,7400
TUR,1962,12000
TUR,1961,6700
TKM,2020,1939
TKM,2019,1939
TKM,2018,1848
TKM,2017,10
TKM,2016,10
TKM,2015,10
TKM,2014,10
TKM,2013,10
TKM,2012,9
TKM,2011,13
TKM,2010,0
TKM,2009,0
TKM,2008,0
TKM,2007,0
TKM,2006,0
TKM,2005,0
TKM,2004,0
TKM,2003,0
TKM,2002,0
TKM,2001,0
TKM,2000,0
TKM,1999,0
TKM,1998,0
TKM,1997,0
TCA,2020,1
TCA,2019,1
TCA,2018,1
TCA,2017,1
TCA,2016,1
TCA,2015,1
TCA,2014,1
TCA,2013,1
TCA,2012,1
TUV,2020,29
TUV,2019,29
UGA,2020,990
UGA,2019,48
UGA,2018,212
UGA,2017,150
UGA,2016,63
UGA,2015,77
UGA,2014,136
UGA,2013,419
UGA,2012,419
UGA,2011,419
UGA,2010,216
UGA,2009,203
UGA,2008,224
UGA,2007,224
UGA,2006,214
UGA,2005,178
UGA,2004,178
UGA,2003,97
UGA,2002,10
UGA,2001,10
UGA,2000,10
UGA,1999,10
UGA,1998,24
UGA,1997,10
UGA,1996,10
UGA,1995,10
UGA,1994,10
UGA,1993,10
UKR,2020,72449
UKR,2019,69097
UKR,2018,69270
UKR,2017,62164
UKR,2016,72560
UKR,2015,72560
UKR,2014,72560
UKR,2013,72560
UKR,2012,78290
UKR,2011,85142
UKR,2010,87691
UKR,2009,113360
UKR,2008,113360
UKR,2007,113360
UKR,2006,92090
UKR,2005,82750
UKR,2004,81220
UKR,2003,71540
UKR,2002,56560
UKR,2001,48530
UKR,2000,37256
UKR,1999,37256
UKR,1998,40568
UKR,1997,31100
UKR,1996,43200
UKR,1995,0
ARE,2020,608979
ARE,2019,447223
ARE,2018,184309
ARE,2017,191333
ARE,2016,144703
ARE,2015,140221
ARE,2014,127382
ARE,2013,163928
ARE,2012,84613
ARE,2011,75918
ARE,2010,61536
ARE,2009,51491
ARE,2008,46602
ARE,2007,19329
ARE,2006,33006
ARE,2005,17406
ARE,2004,17406
ARE,2003,17000
ARE,2002,17000
ARE,2001,17000
ARE,2000,6800
ARE,1999,14000
ARE,1998,14700
ARE,1997,12700
ARE,1996,12700
ARE,1995,3200
ARE,1994,3200
ARE,1993,2200
ARE,1992,366
USA,2020,5508507
USA,2019,5200566
USA,2018,5457694
USA,2017,5283000
USA,2016,5500864
USA,2015,5232671
USA,2014,5599924
USA,2013,5353112
USA,2012,4885473
USA,2011,5330281
USA,2010,5411779
USA,2009,4494906
USA,2008,5574027
USA,2007,6134272
USA,2006,6285031
USA,2005,6127589
USA,2004,6095897
USA,2003,6091551
USA,2002,6579238
USA,2001,6639675
USA,2000,6550000
USA,1999,6037000
USA,1998,5416000
USA,1997,5712000
USA,1996,5094000
USA,1995,5338000
USA,1994,5072000
USA,1993,4836702
USA,1992,4440944
USA,1991,4386600
USA,1990,4250300
USA,1989,4382900
USA,1988,4254400
USA,1987,4322900
USA,1986,3925500
USA,1985,3892500
USA,1984,3942000
USA,1983,3541700
USA,1982,3147300
USA,1981,3482000
USA,1980,3436500
USA,1979,3740800
USA,1978,3479500
USA,1977,3342500
USA,1976,3208600
USA,1975,2662500
USA,1974,3535000
USA,1973,3460200
USA,1972,3176700
USA,1971,2903400
USA,1970,2935800
USA,1969,3383800
USA,1968,2924100
USA,1967,268400
USA,1966,303000
USA,1965,329500
USA,1964,315500
USA,1963,307400
USA,1962,297800
USA,1961,281100
URY,2020,6166
URY,2019,5621
URY,2018,5609
URY,2017,6931
URY,2016,6990
URY,2015,6127
URY,2014,27581
URY,2013,19773
URY,2012,22745
URY,2011,21000
URY,2010,17000
URY,2009,26187
URY,2008,9187
URY,2007,10187
URY,2006,8187
URY,2005,15187
URY,2004,13325
URY,2003,14800
URY,2002,14800
URY,2001,16400
URY,2000,16200
URY,1999,19800
URY,1998,21800
URY,1997,20800
URY,1996,14800
URY,1995,12582
URY,1994,10987
URY,1993,6171
URY,1992,5801
URY,1991,4400
URY,1990,6000
URY,1989,5400
URY,1988,7800
URY,1987,9900
URY,1986,9750
URY,1985,6900
URY,1984,6500
URY,1983,6700
URY,1982,4500
URY,1981,6100
URY,1980,9000
URY,1979,11200
URY,1978,10000
URY,1977,8100
URY,1976,6500
URY,1975,6500
URY,1974,7600
URY,1973,12100
URY,1972,8800
URY,1971,10400
URY,1970,9700
URY,1969,9900
URY,1968,16000
URY,1967,600
URY,1966,600
URY,1965,900
URY,1964,1000
URY,1963,500
URY,1962,700
UZB,2020,13826
UZB,2019,15861
UZB,2018,15143
UZB,2017,3493
UZB,2016,3493
UZB,2015,3106
UZB,2014,2450
UZB,2013,2450
UZB,2012,2454
UZB,2011,1623
UZB,2010,988
UZB,2009,730
UZB,2008,502
UZB,2007,547
UZB,2006,787
UZB,2005,247
UZB,2004,679
UZB,2003,1370
UZB,2002,2321
UZB,2001,2085
UZB,2000,1714
UZB,1999,986
UZB,1998,986
VUT,2020,501
VUT,2019,501
VUT,2018,501
VUT,2017,501
VUT,2016,502
VUT,2015,502
VUT,2014,500
VUT,2013,500
VUT,2012,500
VUT,2011,500
VUT,2010,500
VUT,2009,500
VUT,2008,500
VUT,2007,500
VUT,2006,500
VUT,2005,500
VUT,2004,500
VUT,2003,500
VUT,2002,500
VUT,2001,500
VNM,2020,392768
VNM,2019,407570
VNM,2018,470113
VNM,2017,367879
VNM,2016,346588
VNM,2015,270470
VNM,2014,228516
VNM,2013,350275
VNM,2012,230452
VNM,2011,155187
VNM,2010,155534
VNM,2009,120887
VNM,2008,134077
VNM,2007,134077
VNM,2006,162908
VNM,2005,104835
VNM,2004,104835
VNM,2003,33200
VNM,2002,33200
VNM,2001,84500
VNM,2000,46500
VNM,1999,46500
VNM,1998,80717
VNM,1997,44403
VNM,1996,34554
VNM,1995,34951
VNM,1994,16879
VNM,1993,12353
VNM,1992,2117
VNM,1987,0
VNM,1974,6100
VNM,1973,6100
VNM,1969,27100
VNM,1968,10900
YEM,2020,2812
YEM,2019,1275
YEM,2018,48
YEM,2017,48
YEM,2016,48
YEM,2015,48
YEM,2014,74
YEM,2013,66
YEM,2012,44
YEM,2011,20
YEM,2010,38
YEM,2009,47
YEM,2008,176
YEM,2007,176
YEM,2006,176
YEM,2005,176
YEM,2004,176
YEM,2003,200
YEM,2002,200
YEM,2001,400
YEM,2000,400
YEM,1999,400
YEM,1998,724
YEM,1997,969
YEM,1996,1100
YEM,1995,3843
YEM,1994,4801
YEM,1993,1006
YEM,1992,697
ZMB,2020,243
ZMB,2019,517
ZMB,2018,114
ZMB,2017,171
ZMB,2016,78
ZMB,2015,163
ZMB,2014,218
ZMB,2013,70
ZMB,2012,171
ZMB,2011,171
ZMB,2010,87
ZMB,2009,118
ZMB,2008,96
ZMB,2007,96
ZMB,2006,96
ZMB,2005,96
ZMB,2004,96
ZMB,2003,34
ZMB,2002,34
ZMB,2001,34
ZMB,2000,34
ZMB,1999,29
ZMB,1998,33
ZMB,1997,28
ZMB,1996,28
ZMB,1995,28
ZWE,2020,621
ZWE,2019,1139
ZWE,2018,1803
ZWE,2017,958
ZWE,2016,980
ZWE,2015,600
ZWE,2014,379
ZWE,2013,1107
ZWE,2012,945
ZWE,2011,1119
ZWE,2010,1127
ZWE,2009,668
ZWE,2008,1727
ZWE,2007,4336
ZWE,2006,10145
ZWE,2005,10145
ZWE,2004,10145
ZWE,2003,8900
ZWE,2002,8900
ZWE,2001,8900
ZWE,2000,8900
ZWE,1999,11000
ZWE,1998,8600
ZWE,1997,3600
ZWE,1996,2200
ZWE,1995,7310
ZWE,1994,1028
ZWE,1993,1785
ZWE,1992,5439
ZWE,1990,0
ZWE,1989,20700
ZWE,1988,20700
ZWE,1987,20700
ZWE,1986,16700
ZWE,1985,11300
ZWE,1984,11300
ZWE,1983,5000
ZWE,1982,14600
ZWE,1981,19800
ZWE,1980,17900
ZWE,1979,19100
ZWE,1978,16000
ZWE,1977,16200
ZWE,1976,18600
ZWE,1975,4100
ZWE,1974,4100
ZWE,1973,4100
ZWE,1972,4100
ZWE,1971,4100
ZWE,1970,4100
ZWE,1969,4100
ZWE,1968,4100
