country_code,year,paper_pulp_prod_tonnes
JPN,1993,10448000
JPN,1992,11032000
JPN,1991,11557000
JPN,1990,11151000
JPN,1989,10797000
JPN,1988,10237000
JPN,1987,9548000
JPN,1986,9075000
JPN,1985,9040000
JPN,1984,8892000
JPN,1983,8601000
JPN,1982,8361000
JPN,1981,8356000
JPN,1980,9488000
JPN,1979,9677000
JPN,1978,9070000
JPN,1977,9107000
JPN,1976,9194000
JPN,1975,8350000
JPN,1974,9596000
JPN,1973,9634000
JPN,1972,8944000
JPN,1971,8494000
JPN,1970,8247000
JPN,1969,7144000
JPN,1968,6345000
JPN,1967,5699000
JPN,1966,5204600
JPN,1965,4694700
JPN,1964,4568600
JPN,1963,4164200
JPN,1962,3816700
JPN,1961,3725400
JOR,2020,8000
JOR,2019,8000
JOR,2018,8000
JOR,2017,8000
JOR,2016,8000
JOR,2015,8000
JOR,2014,8000
JOR,2013,8000
JOR,2012,8000
JOR,2011,8000
JOR,2010,8000
JOR,2009,8000
JOR,2008,8000
JOR,2007,8000
JOR,2006,8000
JOR,2005,8000
JOR,2004,8000
JOR,2003,8000
JOR,2002,8000
JOR,2001,8000
JOR,2000,8000
JOR,1999,8000
JOR,1998,8000
JOR,1997,8000
JOR,1996,8000
JOR,1995,8000
JOR,1994,8000
JOR,1993,8000
JOR,1992,8000
JOR,1991,8000
JOR,1990,8000
JOR,1989,8000
JOR,1988,8000
JOR,1987,8000
JOR,1986,8000
JOR,1985,8000
JOR,1984,8000
JOR,1983,8000
JOR,1982,8000
JOR,1981,8000
JOR,1980,8000
JOR,1979,8000
JOR,1978,8000
JOR,1977,8000
JOR,1976,8000
JOR,1975,8000
JOR,1974,8000
JOR,1973,2000
JOR,1972,2100
JOR,1971,2100
JOR,1970,1500
JOR,1969,2800
JOR,1968,1900
JOR,1967,1500
KAZ,2020,2255
KAZ,2019,2040
KAZ,2018,2129
KAZ,2017,0
KAZ,2016,0
KAZ,2015,0
KAZ,2014,0
KAZ,2013,0
KAZ,2012,0
KAZ,2011,0
KAZ,2010,0
KAZ,2009,0
KAZ,2008,0
KAZ,2007,0
KAZ,2006,0
KAZ,2005,0
KAZ,2004,0
KAZ,2003,0
KAZ,2002,0
KAZ,2001,0
KAZ,2000,0
KAZ,1999,0
KEN,2020,0
KEN,2019,0
KEN,2018,0
KEN,2017,0
KEN,2016,0
KEN,2015,0
KEN,2014,0
KEN,2013,0
KEN,2012,0
KEN,2011,0
KEN,2010,0
KEN,2009,0
KEN,2008,113000
KEN,2007,113000
KEN,2006,113000
KEN,2005,116000
KEN,2004,123000
KEN,2003,96000
KEN,2002,87000
KEN,2001,66000
KEN,2000,66000
KEN,1999,66000
KEN,1998,66000
KEN,1997,66000
KEN,1996,66000
KEN,1995,66000
KEN,1994,63000
KEN,1993,90000
KEN,1992,75000
KEN,1991,58000
KEN,1990,56000
KEN,1989,56000
KEN,1988,55000
KEN,1987,54000
KEN,1986,53000
KEN,1985,52000
KEN,1984,57000
KEN,1983,53000
KEN,1982,53000
KEN,1981,52000
KEN,1980,50000
KEN,1979,47000
KEN,1978,18000
KEN,1977,15000
KEN,1976,15000
KEN,1975,12000
KEN,1974,3000
KGZ,2020,0
KGZ,2019,0
KGZ,2018,0
KGZ,2017,0
KGZ,2016,0
KGZ,2015,0
KGZ,2014,0
KGZ,2013,0
KGZ,2012,0
LVA,2020,0
LVA,2019,0
LVA,2018,0
LVA,2017,0
LVA,2016,0
LVA,2015,0
LVA,2014,0
LVA,2013,0
LVA,2012,0
LVA,2011,0
LVA,2010,0
LVA,2009,0
LVA,2008,0
LVA,2007,0
LVA,2006,0
LVA,2005,0
LVA,2004,0
LVA,2003,0
LVA,2002,0
LVA,2001,0
LVA,2000,0
LVA,1999,0
LVA,1998,0
LVA,1997,0
LVA,1996,2000
LVA,1995,9100
LVA,1994,8100
LVA,1993,16100
LVA,1992,43000
LIE,2020,0
LIE,2019,0
LIE,2018,0
LIE,2017,0
LIE,2016,0
LIE,2015,0
LIE,2014,0
LIE,2013,0
LIE,2012,0
LIE,2011,0
LIE,2010,0
LIE,2009,0
LIE,2008,0
LIE,2007,1000
LIE,2006,1000
LTU,2020,0
LTU,2019,0
LTU,2018,0
LTU,2017,0
LTU,2016,0
LTU,2015,0
LTU,2014,0
LTU,2013,0
LTU,2012,0
LTU,2011,0
LTU,2010,0
LTU,2009,0
LTU,2008,0
LTU,2007,0
LTU,2006,0
LTU,2005,0
LTU,2004,0
LTU,2003,0
LTU,2002,0
LTU,2001,0
LTU,2000,0
LTU,1999,70
LTU,1998,1300
LTU,1997,1000
LTU,1996,2600
LTU,1995,13700
LTU,1994,6800
LTU,1993,10000
LTU,1992,40000
LUX,2020,0
LUX,2019,0
LUX,2018,0
LUX,2017,0
LUX,2016,0
LUX,2015,0
LUX,2014,0
LUX,2013,0
LUX,2012,0
LUX,2011,0
LUX,2010,0
LUX,2009,0
LUX,2008,0
LUX,2007,0
LUX,2006,0
LUX,2005,0
LUX,2004,0
LUX,2003,0
LUX,2002,0
LUX,2001,0
LUX,2000,0
MDG,2020,2000
MDG,2019,2000
MDG,2018,2000
MDG,2017,2000
MDG,2016,2700
MDG,2015,2700
MDG,2014,2700
MDG,2013,2700
MDG,2012,2700
MDG,2011,2700
MDG,2010,2700
MDG,2009,2700
MDG,2008,2700
MDG,2007,2700
MDG,2006,2700
MDG,2005,2700
MDG,2004,2700
MDG,2003,2700
MDG,2002,2700
MDG,2001,2700
MDG,2000,2700
MDG,1999,2500
MDG,1998,2700
MDG,1997,2700
MDG,1996,3300
MDG,1995,3100
MDG,1994,3200
MDG,1993,3700
MDG,1992,3600
MDG,1991,3600
MDG,1990,6200
MDG,1989,6200
MDG,1988,6200
MDG,1987,6200
MDG,1986,7200
MDG,1985,7200
MDG,1984,8600
MDG,1983,9000
MDG,1982,7300
MDG,1981,7300
MDG,1980,7300
MDG,1979,7300
MDG,1978,7300
MDG,1977,7300
MDG,1976,6400
MDG,1975,5573
MDG,1974,6000
MDG,1973,5100
MDG,1972,4000
MDG,1971,2300
MDG,1970,1900
MDG,1969,1800
MDG,1968,1800
MYS,2020,131000
MYS,2019,131000
MYS,2018,131000
MYS,2017,131000
MYS,2016,131000
MYS,2015,131000
MYS,2014,235000
MYS,2013,145000
MYS,2012,145000
MYS,2011,145000
MYS,2010,145000
MYS,2009,145000
MYS,2008,145700
MYS,2007,145700
MYS,2006,145700
MYS,2005,145700
MYS,2004,145700
MYS,2003,145700
MYS,2002,145700
MYS,2001,145700
MYS,2000,123700
MYS,1999,119700
MYS,1998,112700
MYS,1997,91700
MYS,1996,102700
MYS,1995,105700
MYS,1994,103700
MYS,1993,88700
MYS,1992,700
MYS,1991,700
MYS,1990,700
MYS,1989,700
MYS,1988,700
MYS,1987,700
MYS,1986,700
MYS,1985,700
MYS,1984,700
MYS,1983,700
MYS,1982,700
MYS,1981,700
MYS,1980,700
MYS,1979,700
MYS,1978,700
MYS,1977,700
MYS,1976,700
MYS,1975,700
MYS,1974,700
MYS,1973,700
MYS,1972,700
MYS,1971,700
MYS,1970,700
MYS,1969,600
MYS,1968,500
MYS,1967,300
MYS,1966,100
MLT,2020,0
MLT,2019,0
MLT,2018,0
MLT,2017,0
MLT,2016,0
MLT,2015,0
MLT,2014,0
MLT,2013,0
MLT,2012,0
MLT,2011,0
MLT,2010,0
MLT,2009,0
MLT,2008,0
MLT,2007,0
MLT,2006,0
MLT,2005,0
MLT,2004,0
MLT,2003,0
MLT,2002,0
MLT,2001,0
MLT,2000,0
MLT,1999,0
MLT,1998,0
MUS,2020,0
MUS,2019,0
MUS,2018,0
MUS,2017,0
MUS,2016,0
MUS,2015,0
MUS,2014,0
MUS,2013,0
MUS,2012,0
MUS,2011,0
MUS,2010,0
MUS,2009,0
MEX,2020,138900
MEX,2019,140000
MEX,2018,142000
MEX,2017,142000
MEX,2016,152000
MEX,2015,153000
MEX,2014,132000
MEX,2013,159000
MEX,2012,142000
MEX,2011,168000
MEX,2010,175000
MEX,2009,195000
MEX,2008,345000
MEX,2007,329000
MEX,2006,330000
MEX,2005,329000
MEX,2004,338000
MEX,2003,508000
MEX,2002,486000
MEX,2001,385000
MEX,2000,569000
MEX,1999,538000
MEX,1998,606000
MEX,1997,452600
MEX,1996,511000
MEX,1995,415600
MEX,1994,292000
MEX,1993,343000
MEX,1992,559000
MEX,1991,704000
MEX,1990,773000
MEX,1989,815000
MEX,1988,947000
MEX,1987,780000
MEX,1986,772000
MEX,1985,822000
MEX,1984,775000
MEX,1983,740000
MEX,1982,750000
MEX,1981,745000
MEX,1980,672000
MEX,1979,719000
MEX,1978,708000
MEX,1977,672000
MEX,1976,619000
MEX,1975,551000
MEX,1974,565000
MEX,1973,513000
MEX,1972,482000
MEX,1971,474000
MEX,1970,474000
MEX,1969,427000
MEX,1968,393000
MEX,1967,380000
MEX,1966,354000
MEX,1965,337800
MEX,1964,281000
MEX,1963,264600
MEX,1962,239800
MEX,1961,216900
MNE,2020,0
MNE,2019,0
MNE,2018,0
MNE,2017,0
MNE,2016,0
MNE,2015,0
MNE,2014,0
MNE,2013,0
MNE,2012,0
MNE,2011,0
MNE,2010,0
MNE,2009,0
MNE,2008,0
MNE,2007,0
MNE,2006,0
MAR,2020,5000
MAR,2019,5000
MAR,2018,5000
MAR,2017,5000
MAR,2016,5000
MAR,2015,5000
MAR,2014,5000
MAR,2013,156000
MAR,2012,156000
MAR,2011,156000
MAR,2010,156000
MAR,2009,146000
MAR,2008,151000
MAR,2007,151000
MAR,2006,94000
MAR,2005,94000
MAR,2004,94000
MAR,2003,94000
MAR,2002,94000
MAR,2001,94000
MAR,2000,130000
MAR,1999,112000
MAR,1998,118000
MAR,1997,115000
MAR,1996,104000
MAR,1995,104000
MAR,1994,108000
MAR,1993,97000
MAR,1992,108000
MAR,1991,96000
MAR,1990,105000
MAR,1989,113000
MAR,1988,113000
MAR,1987,86000
MAR,1986,86000
MAR,1985,86000
MAR,1984,88000
MAR,1983,91000
MAR,1982,85000
MAR,1981,80000
MAR,1980,88000
MAR,1979,87000
MAR,1978,71000
MAR,1977,61000
MAR,1976,48000
MAR,1975,58500
MAR,1974,50000
MAR,1973,48700
MAR,1972,37000
MAR,1971,46000
MAR,1970,45000
MAR,1969,43000
MAR,1968,38800
MAR,1967,29500
MAR,1966,30500
MAR,1965,35900
MAR,1964,30600
MAR,1963,30300
MAR,1962,24000
MAR,1961,21600
MMR,2020,1000
MMR,2019,1000
MMR,2018,38600
MMR,2017,38600
MMR,2016,39800
MMR,2015,39800
MMR,2014,39800
MMR,2013,39800
MMR,2012,39800
MMR,2011,39800
MMR,2010,39800
MMR,2009,39800
MMR,2008,39800
MMR,2007,39800
MMR,2006,39800
MMR,2005,39800
MMR,2004,15200
MMR,2003,14500
MMR,2002,18200
MMR,2001,47000
MMR,2000,42000
MMR,1999,39000
MMR,1998,17000
MMR,1997,19000
MMR,1996,9000
MMR,1995,9000
MMR,1994,9000
MMR,1993,1000
MMR,1992,2000
MMR,1991,2000
MMR,1990,2000
MMR,1989,3000
MMR,1988,6000
MMR,1987,6000
MMR,1986,18000
MMR,1985,15000
MMR,1984,13000
MMR,1983,13000
MMR,1982,13000
MMR,1981,13000
MMR,1980,13000
MMR,1979,13000
MMR,1978,13000
MMR,1977,13000
MMR,1976,13000
MMR,1975,13000
MMR,1974,13000
MMR,1973,13000
MMR,1972,10000
MMR,1971,500
NPL,2020,15000
NPL,2019,15000
NPL,2018,15000
NPL,2017,15000
NPL,2016,15000
NPL,2015,15000
NPL,2014,15000
NPL,2013,15000
NPL,2012,15000
NPL,2011,15000
NPL,2010,15000
NPL,2009,15000
NPL,2008,15000
NPL,2007,15000
NPL,2006,15000
NPL,2005,15000
NPL,2004,15000
NPL,2003,15000
NPL,2002,15000
NPL,2001,15000
NPL,2000,15000
NPL,1999,15000
NPL,1998,15000
NPL,1997,15000
NPL,1996,15000
NPL,1995,15000
NPL,1994,15000
NPL,1993,15000
NPL,1992,15000
NPL,1991,15000
NPL,1990,15000
NPL,1989,15000
NPL,1988,15000
NPL,1987,15000
NPL,1986,15000
NPL,1985,15000
NPL,1984,15000
NPL,1983,15000
NPL,1982,15000
NPL,1981,15000
NPL,1980,15000
NPL,1979,15000
NPL,1978,15000
NPL,1977,15000
NPL,1976,15000
NPL,1975,15000
NPL,1974,15000
NPL,1973,15000
NPL,1972,15000
NPL,1971,15000
NPL,1970,15000
NPL,1969,15000
NPL,1968,13100
NPL,1967,11200
NPL,1966,10300
NPL,1965,9300
NPL,1964,7500
NPL,1963,7500
NPL,1962,8000
NPL,1961,2000
NLD,2020,37000
NLD,2019,33821
NLD,2018,37000
NLD,2017,37400
NLD,2016,29000
NLD,2015,44200
NLD,2014,44000
NLD,2013,40600
NLD,2012,39400
NLD,2011,34000
NLD,2010,96855
NLD,2009,71507
NLD,2008,141559
NLD,2007,139380
NLD,2006,177000
NLD,2005,117000
NLD,2004,119000
NLD,2003,124000
NLD,2002,118000
NLD,2001,129500
NLD,2000,137000
NLD,1999,117000
NLD,1998,129000
NLD,1997,138000
NLD,1996,128000
NLD,1995,151000
NLD,1994,122000
NLD,1993,122000
NLD,1992,138000
NLD,1991,178000
NLD,1990,193000
NLD,1989,167000
NLD,1988,182000
NLD,1987,135000
NLD,1986,134500
NLD,1985,139000
NLD,1984,153000
NLD,1983,148000
NLD,1982,141000
NLD,1981,206000
NLD,1980,207000
NLD,1979,152000
NLD,1978,160000
NLD,1977,176000
NLD,1976,215000
NLD,1975,238000
NLD,1974,383000
NLD,1973,384000
NLD,1972,375000
NLD,1971,369000
NLD,1970,472000
NLD,1969,490000
NLD,1968,538000
NLD,1967,529000
NLD,1966,569000
NLD,1965,573000
NLD,1964,557000
NLD,1963,533000
NLD,1962,536000
NLD,1961,553000
NZL,2020,1290000
NZL,2019,1219871
NZL,2018,1430392
NZL,2017,1368502
NZL,2016,1482300
NZL,2015,1471762
NZL,2014,1517442
NZL,2013,1433049
NZL,2012,1579490
NZL,2011,1617264
NZL,2010,1542795
NZL,2009,1520386
NZL,2008,1543681
NZL,2007,1533040
NZL,2006,1487732
NZL,2005,1604961
NZL,2004,1596787
NZL,2003,1419000
NZL,2002,1551000
NZL,2001,1501000
NZL,2000,1606000
NZL,1999,1467000
NZL,1998,1418000
NZL,1997,1407000
NZL,1996,1355000
NZL,1995,1410000
NZL,1994,1359000
NZL,1993,1368000
NZL,1992,1282000
NZL,1991,1350000
NZL,1990,1234000
NZL,1989,1259000
NZL,1988,1211000
NZL,1987,1108000
NZL,1986,1110000
NZL,1985,1135000
NZL,1984,1072000
NZL,1983,1042000
NZL,1982,1134000
NZL,1981,1205000
NZL,1980,1122000
NZL,1979,1043000
NZL,1978,1097000
NZL,1977,1084000
NZL,1976,1103000
NZL,1975,953000
NZL,1974,893000
NZL,1973,816000
NZL,1972,600300
NZL,1971,580600
NZL,1970,576000
NZL,1969,561800
NZL,1968,493800
NZL,1967,481100
NZL,1966,436100
NZL,1965,417500
NZL,1964,402700
NZL,1963,375400
NZL,1962,308400
NZL,1961,280000
NGA,2020,23000
NGA,2019,23000
NGA,2018,23000
NGA,2017,23000
NGA,2016,23000
NGA,2015,23000
NGA,2014,23000
NGA,2013,23000
NGA,2012,23000
NGA,2011,23000
NGA,2010,23000
NGA,2009,23000
NGA,2008,23000
NGA,2007,23000
NGA,2006,23000
NGA,2005,23000
NGA,2004,23000
NGA,2003,23000
NGA,2002,23000
NGA,2001,23000
NGA,2000,23000
NGA,1999,23000
NGA,1998,23000
NGA,1997,15000
NGA,1996,6600
NGA,1995,6600
NGA,1994,6600
NGA,1993,6600
NGA,1992,6600
NGA,1991,6600
NGA,1990,6600
NGA,1989,6600
NGA,1988,16600
NGA,1987,16600
NGA,1986,16600
NGA,1985,13600
NGA,1984,2000
MKD,2020,0
MKD,2019,0
MKD,2018,0
MKD,2017,0
MKD,2016,0
MKD,2015,0
MKD,2014,0
MKD,2013,0
MKD,2012,0
MKD,2011,0
MKD,2010,0
MKD,2009,0
MKD,2008,0
MKD,2007,0
MKD,2006,0
MKD,2005,0
MKD,2004,0
MKD,2003,0
MKD,2002,0
MKD,2001,0
MKD,2000,0
MKD,1999,716
MKD,1998,1213
MKD,1997,1000
MKD,1996,1000
MKD,1995,4000
NOR,2020,826000
NOR,2019,833000
NOR,2018,885000
NOR,2017,902000
NOR,2016,874000
NOR,2015,751000
NOR,2014,763000
NOR,2013,1088000
NOR,2012,1242000
NOR,2011,1605000
NOR,2010,1884000
NOR,2009,1672000
NOR,2008,2099000
NOR,2007,2233000
NOR,2006,2303000
NOR,2005,2324000
NOR,2004,2389000
NOR,2003,2255000
NOR,2002,2174000
NOR,2001,2273000
NOR,2000,2395000
NOR,1999,2354000
NOR,1998,2420600
NOR,1997,2362000
NOR,1996,2270000
NOR,1995,2485000
NOR,1994,2215000
NOR,1993,2024000
NOR,1992,1863400
NOR,1991,1960000
NOR,1990,2045000
NOR,1989,2055000
NOR,1988,1834000
NOR,1987,1810000
NOR,1986,1824000
NOR,1985,1851000
NOR,1984,1738000
NOR,1983,1506000
NOR,1982,1411000
NOR,1981,1474000
NOR,1980,1373000
NOR,1979,1410000
NOR,1978,1276000
NOR,1977,1403000
NOR,1976,1629000
NOR,1975,1563000
NOR,1974,2006000
NOR,1973,1932000
NOR,1972,1847000
NOR,1971,1878000
NOR,1970,2083000
NOR,1969,1969000
NOR,1968,1886000
NOR,1967,1601000
NOR,1966,1644000
NOR,1965,1688000
NOR,1964,1668000
NOR,1963,1474000
NOR,1962,1379000
NOR,1961,1400000
PAK,2020,452000
PAK,2019,452000
PAK,2018,452000
PAK,2017,452000
PAK,2016,452000
PAK,2015,452000
PAK,2014,452000
PAK,2013,452000
PAK,2012,452000
PAK,2011,452000
PAK,2010,452000
PAK,2009,452000
PAK,2008,452000
PAK,2007,426000
PAK,2006,413000
PAK,2005,413000
PAK,2004,386000
PAK,2003,406000
PAK,2002,393000
PAK,2001,393000
PAK,2000,249000
PAK,1999,207000
PAK,1998,207000
PAK,1997,170000
PAK,1996,165000
PAK,1995,160000
PAK,1994,150000
PAK,1993,145000
PAK,1992,145000
PAK,1991,159000
PAK,1990,183000
PAK,1989,181000
PAK,1988,177000
PAK,1987,118000
PAK,1986,107000
PAK,1985,108000
PAK,1984,108000
PAK,1983,80000
PAK,1982,56000
PAK,1981,56000
PAK,1980,56000
PAK,1979,56000
PAK,1978,56000
PAK,1977,50000
PAK,1976,50000
PAK,1975,50000
PAK,1974,50000
PAK,1973,50000
PAK,1972,50000
PAK,1971,42000
PAK,1970,27800
PAK,1969,43800
PAK,1968,46300
PAK,1967,50000
PAK,1966,55500
PAK,1965,55800
PAK,1964,42500
PAK,1963,29000
PAK,1962,23500
PAK,1961,24500
PER,2020,0
PER,2019,0
PER,2018,0
PER,2017,0
PER,2016,0
PER,2015,0
PER,2014,17000
PER,2013,17000
PER,2012,17000
PER,2011,17000
PER,2010,17000
PER,2009,17000
PER,2008,17000
PER,2007,17000
PER,2006,17000
PER,2005,17000
PER,2004,17000
PER,2003,17000
PER,2002,17000
PER,2001,17000
PER,2000,17000
PER,1999,17000
PER,1998,17000
PER,1997,48000
PER,1996,48000
PER,1995,48000
PER,1994,23000
PER,1993,82000
PER,1992,175000
PER,1991,175000
PER,1990,132000
PER,1989,183000
PER,1988,165000
PER,1987,163000
PER,1986,203000
PER,1985,145000
PER,1984,76000
PER,1983,76000
PER,1982,101000
PER,1981,123500
PER,1980,146700
PER,1979,160200
PER,1978,102000
PER,1977,102500
PER,1976,95900
PER,1975,92800
PER,1974,104000
PER,1973,80000
PER,1972,91000
PER,1971,78000
PER,1970,57800
PER,1969,57200
PER,1968,46900
PER,1967,42800
PER,1966,54100
PER,1965,50800
PER,1964,42700
PER,1963,41600
PER,1962,26100
PER,1961,27000
PHL,2020,33000
PHL,2019,25000
PHL,2018,26000
PHL,2017,25000
PHL,2016,23000
PHL,2015,25000
PHL,2014,25000
PHL,2013,25000
PHL,2012,20000
PHL,2011,212000
PHL,2010,212000
PHL,2009,212000
PHL,2008,212000
PHL,2007,212000
PHL,2006,212000
PHL,2005,212000
PHL,2004,212000
PHL,2003,211000
PHL,2002,202000
PHL,2001,202000
PHL,2000,202000
PHL,1999,200000
PHL,1998,149000
PHL,1997,149000
PHL,1996,149000
PHL,1995,149000
PHL,1994,126000
PHL,1993,147000
PHL,1992,178000
PHL,1991,174000
PHL,1990,175000
PHL,1989,175000
PHL,1988,195000
PHL,1987,195000
PHL,1986,195000
PHL,1985,205000
PHL,1984,211000
PHL,1983,197000
PHL,1982,177000
PHL,1981,164000
PHL,1980,163000
PHL,1979,202000
PHL,1978,196000
PHL,1977,169000
PHL,1976,174000
PHL,1975,118000
PHL,1974,182000
PHL,1973,184000
PHL,1972,63000
PHL,1971,84000
PHL,1970,63000
PHL,1969,69000
PHL,1968,66000
PHL,1967,61000
PHL,1966,59000
PHL,1965,56000
PHL,1964,55000
PHL,1963,48000
PHL,1962,25000
PHL,1961,18000
POL,2020,1776500
POL,2019,1681281
POL,2018,1720605
POL,2017,1735411
POL,2016,1654934
POL,2015,1159742
POL,2014,1181435
POL,2013,1216011
POL,2012,1151500
POL,2011,1210360
POL,2010,1179755
POL,2009,1145189
POL,2008,1151025
POL,2007,1166206
POL,2006,1062300
POL,2005,1050900
POL,2004,1029000
POL,2003,1029000
POL,2002,1025000
POL,2001,977000
POL,2000,994000
POL,1999,909000
POL,1998,930000
POL,1997,841000
POL,1996,834000
POL,1995,833000
POL,1994,798000
POL,1993,724000
POL,1992,694000
POL,1991,679000
POL,1990,693000
POL,1989,785000
POL,1988,780000
POL,1987,772000
POL,1986,739000
POL,1985,738000
POL,1984,738100
POL,1983,800000
POL,1982,589000
POL,1981,588000
POL,1980,643000
POL,1979,605000
POL,1978,649000
POL,1977,676000
POL,1976,688000
POL,1975,627000
POL,1974,682000
POL,1973,685200
POL,1972,623900
POL,1971,569400
