country_code,year,paper_pulp_prod_tonnes
POL,1970,562400
POL,1969,539500
POL,1968,542500
POL,1967,535500
POL,1966,527700
POL,1965,474600
POL,1964,462000
POL,1963,458000
POL,1962,454000
POL,1961,437500
PRT,2020,2591600
PRT,2019,2643800
PRT,2018,2666400
PRT,2017,2647500
PRT,2016,2624400
PRT,2015,2612300
PRT,2014,2625900
PRT,2013,2536674
PRT,2012,2452030
PRT,2011,2265100
PRT,2010,1837514
PRT,2009,2066634
PRT,2008,2021757
PRT,2007,2092175
PRT,2006,2065000
PRT,2005,1990000
PRT,2004,1949000
PRT,2003,1935000
PRT,2002,1929000
PRT,2001,1806000
PRT,2000,1774000
PRT,1999,1755000
PRT,1998,1708000
PRT,1997,1703000
PRT,1996,1608000
PRT,1995,1630000
PRT,1994,1552000
PRT,1993,1533000
PRT,1992,1605000
PRT,1991,1632000
PRT,1990,1462000
PRT,1989,1495000
PRT,1988,1485000
PRT,1987,1421000
PRT,1986,1388000
PRT,1985,1328000
PRT,1984,1010000
PRT,1983,972400
PRT,1982,896100
PRT,1981,717800
PRT,1980,677800
PRT,1979,733300
PRT,1978,605000
PRT,1977,527000
PRT,1976,492000
PRT,1975,555000
PRT,1974,601000
PRT,1973,549000
PRT,1972,525000
PRT,1971,481100
PRT,1970,434800
PRT,1969,367900
PRT,1968,288700
PRT,1967,242600
PRT,1966,216700
PRT,1965,195600
PRT,1964,163700
PRT,1963,131600
PRT,1962,109700
PRT,1961,107000
ROU,2020,0
ROU,2019,0
ROU,2018,0
ROU,2017,0
ROU,2016,0
ROU,2015,0
ROU,2014,0
ROU,2013,0
ROU,2012,0
ROU,2011,0
ROU,2010,0
ROU,2009,15000
ROU,2008,42438
ROU,2007,169000
ROU,2006,150000
ROU,2005,161000
ROU,2004,262000
ROU,2003,290000
ROU,2002,274000
ROU,2001,268000
ROU,2000,292600
ROU,1999,200700
ROU,1998,217000
ROU,1997,248000
ROU,1996,247000
ROU,1995,295000
ROU,1994,221000
ROU,1993,315000
ROU,1992,315000
ROU,1991,314000
ROU,1990,432000
ROU,1989,575000
ROU,1988,649000
ROU,1987,649000
ROU,1986,649000
ROU,1985,649000
ROU,1984,649000
ROU,1983,649000
ROU,1982,649000
ROU,1981,691000
ROU,1980,712000
ROU,1979,727000
ROU,1978,742000
ROU,1977,663000
ROU,1976,689000
ROU,1975,689000
ROU,1974,625000
ROU,1973,537000
ROU,1972,536000
ROU,1971,521000
ROU,1970,456000
ROU,1969,479000
ROU,1968,473000
ROU,1967,433600
ROU,1966,369000
ROU,1965,321000
ROU,1964,300000
ROU,1963,270200
ROU,1962,224600
ROU,1961,190900
RUS,2020,8865000
RUS,2019,8327000
RUS,2018,8679000
RUS,2017,8392000
RUS,2016,8452000
RUS,2015,8174186
RUS,2014,7603000
RUS,2013,7571000
RUS,2012,7572000
RUS,2011,7845006
RUS,2010,7346000
RUS,2009,6615000
RUS,2008,7003000
RUS,2007,6826000
RUS,2006,6882000
RUS,2005,6877000
RUS,2004,6780000
RUS,2003,6605000
RUS,2002,6377000
RUS,2001,6021700
RUS,2000,5752000
RUS,1999,5010000
RUS,1998,3909000
RUS,1997,3657000
RUS,1996,3740000
RUS,1995,4863000
RUS,1994,3726000
RUS,1993,4779000
RUS,1992,6222000
SRB,2020,0
SRB,2019,0
SRB,2018,0
SRB,2017,0
SRB,2016,0
SRB,2015,0
SRB,2014,0
SRB,2013,0
SRB,2012,0
SRB,2011,0
SRB,2010,0
SRB,2009,0
SRB,2008,20000
SRB,2007,16000
SRB,2006,14000
SYC,2020,0
SYC,2019,0
SYC,2018,0
SYC,2017,0
SYC,2016,0
SYC,2015,0
SYC,2014,0
SYC,2013,0
SYC,2012,0
SYC,2011,0
SYC,2010,0
SYC,2009,0
SYC,2008,0
SVK,2020,688592
SVK,2019,654004
SVK,2018,687861
SVK,2017,728132
SVK,2016,698500
SVK,2015,707343
SVK,2014,718000
SVK,2013,700000
SVK,2012,710000
SVK,2011,715250
SVK,2010,637360
SVK,2009,688718
SVK,2008,693247
SVK,2007,664000
SVK,2006,626000
SVK,2005,609000
SVK,2004,520000
SVK,2003,479000
SVK,2002,453000
SVK,2001,671000
SVK,2000,608000
SVK,1999,556000
SVK,1998,324000
SVK,1997,136000
SVK,1996,252000
SVK,1995,246000
SVK,1994,340000
SVK,1993,211500
SVN,2020,89000
SVN,2019,92000
SVN,2018,92000
SVN,2017,95000
SVN,2016,85000
SVN,2015,90000
SVN,2014,80000
SVN,2013,75372
SVN,2012,58000
SVN,2011,43000
SVN,2010,43000
SVN,2009,172300
SVN,2008,174537
SVN,2007,50000
SVN,2006,170000
SVN,2005,161179
SVN,2004,192299
SVN,2003,180210
SVN,2002,153000
SVN,2001,153000
SVN,2000,153000
SVN,1999,153000
SVN,1998,142000
SVN,1997,133000
SVN,1996,104000
SVN,1995,113000
SVN,1994,116000
SVN,1993,69000
SVN,1992,103000
ZAF,2020,1037916
ZAF,2019,1182076
ZAF,2018,1230000
ZAF,2017,1354399
ZAF,2016,1350704
ZAF,2015,1410188
ZAF,2014,1484790
ZAF,2013,1612269
ZAF,2012,1615000
ZAF,2011,1650000
ZAF,2010,1669000
ZAF,2009,1551000
ZAF,2008,1938764
ZAF,2007,1862000
ZAF,2006,1793000
ZAF,2005,1709000
ZAF,2004,1709000
ZAF,2003,1782000
ZAF,2002,1866000
ZAF,2001,1742000
ZAF,2000,1819000
ZAF,1999,1757000
ZAF,1998,1863000
ZAF,1997,1845000
ZAF,1996,1547000
ZAF,1995,1547000
ZAF,1994,1149000
ZAF,1993,1519000
ZAF,1992,1518000
ZAF,1991,1559000
ZAF,1990,1564000
ZAF,1989,1549000
ZAF,1988,802000
ZAF,1987,802000
ZAF,1986,802000
ZAF,1985,788000
ZAF,1984,676100
ZAF,1983,819100
ZAF,1982,880100
ZAF,1981,766100
ZAF,1980,716100
ZAF,1979,668100
ZAF,1978,640000
ZAF,1977,611000
ZAF,1976,524000
ZAF,1975,534000
ZAF,1974,581000
ZAF,1973,564000
ZAF,1972,515000
ZAF,1971,471000
ZAF,1970,457000
ZAF,1969,444000
ZAF,1968,482000
ZAF,1967,486000
ZAF,1966,444000
ZAF,1965,442000
ZAF,1964,422000
ZAF,1963,362000
ZAF,1962,284000
ZAF,1961,212000
ESP,2020,1365083
ESP,2019,1456201
ESP,2018,1821000
ESP,2017,1895676
ESP,2016,2090657
ESP,2015,2444200
ESP,2014,2647790
ESP,2013,3020559
ESP,2012,2858500
ESP,2011,2847130
ESP,2010,2746110
ESP,2009,2614400
ESP,2008,2877900
ESP,2007,2951000
ESP,2006,2863200
ESP,2005,2723000
ESP,2004,2006600
ESP,2003,1906000
ESP,2002,1733000
ESP,2001,1733000
ESP,2000,1713000
ESP,1999,1692050
ESP,1998,1620400
ESP,1997,1570000
ESP,1996,1461600
ESP,1995,1576900
ESP,1994,1432000
ESP,1993,1421000
ESP,1992,1616000
ESP,1991,1683000
ESP,1990,1651000
ESP,1989,1822000
ESP,1988,1794000
ESP,1987,1700000
ESP,1986,1579000
ESP,1985,1434000
ESP,1984,1453000
ESP,1983,1412000
ESP,1982,1360000
ESP,1981,1365000
ESP,1980,1329000
ESP,1979,1171000
ESP,1978,1235000
ESP,1977,1260000
ESP,1976,1230000
ESP,1975,1022000
ESP,1974,1093000
ESP,1973,927000
ESP,1972,854000
ESP,1971,768000
ESP,1970,701800
ESP,1969,631500
ESP,1968,579900
ESP,1967,509400
ESP,1966,516700
ESP,1965,336800
ESP,1964,300900
ESP,1963,268900
ESP,1962,233600
ESP,1961,183400
LKA,2020,21100
LKA,2019,21100
LKA,2018,21100
LKA,2017,21100
LKA,2016,21100
LKA,2015,21100
LKA,2014,21100
LKA,2013,21100
LKA,2012,21100
LKA,2011,21100
LKA,2010,21100
LKA,2009,21100
LKA,2008,21100
LKA,2007,21100
LKA,2006,21100
LKA,2005,21100
LKA,2004,21100
LKA,2003,21100
LKA,2002,21100
LKA,2001,21100
LKA,2000,2200
LKA,1999,9500
LKA,1998,9500
LKA,1997,9500
LKA,1996,9500
LKA,1995,8700
LKA,1994,4000
LKA,1993,4000
LKA,1992,3700
LKA,1991,6000
LKA,1990,5800
LKA,1989,3200
LKA,1988,6000
LKA,1987,6000
LKA,1986,6000
LKA,1985,6000
LKA,1984,14000
LKA,1983,10000
LKA,1982,10300
LKA,1981,10300
LKA,1980,10400
LKA,1979,9300
LKA,1978,10000
LKA,1977,6000
LKA,1976,5000
LKA,1975,6000
LKA,1974,10000
LKA,1973,6200
LKA,1972,5100
LKA,1971,4600
LKA,1970,4800
LKA,1969,4200
LKA,1968,4300
LKA,1967,4500
LKA,1966,4000
LKA,1965,1900
LKA,1964,2600
LKA,1963,1800
LKA,1962,1700
LKA,1961,1600
SWE,2020,11566929
SWE,2019,11595143
SWE,2018,11514000
SWE,2017,11654000
SWE,2016,11289011
SWE,2015,11086999
SWE,2014,10991025
SWE,2013,11222000
SWE,2012,11658000
SWE,2011,11654000
SWE,2010,11702402
SWE,2009,11280076
SWE,2008,11915479
SWE,2007,12402000
SWE,2006,12240000
SWE,2005,11959000
SWE,2004,12106000
SWE,2003,11737200
SWE,2002,11712000
SWE,2001,11386000
SWE,2000,11903000
SWE,1999,10693000
SWE,1998,10549000
SWE,1997,10497000
SWE,1996,9847000
SWE,1995,10187000
SWE,1994,10168000
SWE,1993,9953000
SWE,1992,9590000
SWE,1991,9769000
SWE,1990,9919000
SWE,1989,10338000
SWE,1988,10307000
SWE,1987,9972000
SWE,1986,9380000
SWE,1985,9079000
SWE,1984,9193000
SWE,1983,8568000
SWE,1982,7609000
SWE,1981,8433000
SWE,1980,8577000
SWE,1979,8887000
SWE,1978,8326000
SWE,1977,7422000
SWE,1976,8134000
SWE,1975,8099000
SWE,1974,9400000
SWE,1973,9121000
SWE,1972,7963000
SWE,1971,7444000
SWE,1970,7828000
SWE,1969,7302000
SWE,1968,6713000
SWE,1967,6408200
SWE,1966,6157600
SWE,1965,6229000
SWE,1964,5920000
SWE,1963,5239000
SWE,1962,4804000
SWE,1961,4840000
CHE,2020,72139
CHE,2019,91498
CHE,2018,101336
CHE,2017,111097
CHE,2016,113136
CHE,2015,121526
CHE,2014,136332
CHE,2013,113227
CHE,2012,133881
CHE,2011,141604
CHE,2010,123904
CHE,2009,131695
CHE,2008,141779
CHE,2007,243962
CHE,2006,165000
CHE,2005,219000
CHE,2004,237000
CHE,2003,264000
CHE,2002,279736
CHE,2001,279510
CHE,2000,244000
CHE,1999,245000
CHE,1998,225000
CHE,1997,265000
CHE,1996,244000
CHE,1995,254000
CHE,1994,263000
CHE,1993,260000
CHE,1992,294000
CHE,1991,328000
CHE,1990,341000
CHE,1989,329000
CHE,1988,335000
CHE,1987,324000
CHE,1986,310000
CHE,1985,315000
CHE,1984,302000
CHE,1983,284000
CHE,1982,284000
CHE,1981,296000
CHE,1980,285000
CHE,1979,272000
CHE,1978,241000
CHE,1977,230000
CHE,1976,222000
CHE,1975,223000
CHE,1974,255000
CHE,1973,250000
CHE,1972,234000
CHE,1971,233000
CHE,1970,268000
CHE,1969,257000
CHE,1968,253000
CHE,1967,260000
CHE,1966,266000
CHE,1965,250000
CHE,1964,250000
CHE,1963,250000
CHE,1962,250000
CHE,1961,245000
TJK,2020,0
TJK,2019,0
TJK,2018,0
TJK,2017,0
TJK,2016,0
TJK,2015,0
TJK,2014,0
TJK,2013,0
TJK,2012,0
TJK,2011,0
TJK,2010,0
TJK,2009,0
TJK,2008,0
TJK,2007,0
TJK,2006,0
TJK,2005,0
TJK,2004,0
THA,2020,1191000
THA,2019,1169000
THA,2018,1186000
THA,2017,1138000
THA,2016,1149000
THA,2015,1043000
THA,2014,1143000
THA,2013,1143000
THA,2012,1107000
THA,2011,1132000
THA,2010,1140000
THA,2009,1189000
THA,2008,1045000
THA,2007,1239000
THA,2006,1146000
THA,2005,990000
THA,2004,990000
THA,2003,990000
THA,2002,999000
THA,2001,999000
THA,2000,844000
THA,1999,836000
THA,1998,772000
THA,1997,573000
THA,1996,502000
THA,1995,294000
THA,1994,241000
THA,1993,178000
THA,1992,180000
THA,1991,148000
THA,1990,44000
THA,1989,44000
THA,1988,44000
THA,1987,44000
THA,1986,44000
THA,1985,44000
THA,1984,43000
THA,1983,41000
THA,1982,43000
THA,1981,37000
THA,1980,37000
THA,1979,36000
THA,1978,38000
THA,1977,52000
THA,1976,52000
THA,1975,38000
THA,1974,26000
THA,1973,36000
THA,1972,27000
THA,1971,22000
THA,1970,18000
THA,1969,10400
THA,1968,8800
THA,1967,2000
THA,1966,1800
THA,1965,2400
THA,1964,2800
THA,1963,2200
THA,1962,2200
THA,1961,2600
TTO,2020,0
TTO,2019,0
TTO,2018,0
TTO,2017,0
TTO,2016,0
TTO,2015,0
TTO,2014,0
TTO,2013,0
TTO,2012,0
TTO,2011,0
TTO,2010,0
TTO,2009,0
TTO,2008,0
TTO,2007,0
TTO,2006,0
TTO,2005,0
TTO,2004,0
TTO,2003,0
TTO,2002,0
TTO,2001,0
TTO,2000,0
TTO,1999,0
TTO,1998,0
TTO,1997,0
TTO,1996,0
TTO,1995,0
TTO,1994,0
TTO,1987,0
TTO,1968,200
TTO,1967,100
TTO,1966,2700
TTO,1965,3000
TTO,1964,7500
TTO,1963,6500
TTO,1962,6700
TTO,1961,9200
TUN,2020,2000
TUN,2019,2000
TUN,2018,2000
TUN,2017,2000
TUN,2016,2000
TUN,2015,2000
TUN,2014,2000
TUN,2013,2000
TUN,2012,2000
TUN,2011,10000
TUN,2010,10000
TUN,2009,10000
TUN,2008,10000
TUN,2007,10000
TUN,2006,10000
TUN,2005,10000
TUN,2004,10000
TUN,2003,10000
TUN,2002,10000
TUN,2001,10000
TUN,2000,12000
TUN,1999,14000
TUN,1998,14000
TUN,1997,16000
TUN,1996,12000
TUN,1995,12000
TUN,1994,12000
TUN,1993,12000
TUN,1992,12000
TUN,1991,11700
TUN,1990,18000
TUN,1989,20000
TUN,1988,25000
TUN,1987,17000
TUN,1986,17000
TUN,1985,15000
TUN,1984,11000
TUN,1983,18000
TUN,1982,20000
TUN,1981,21000
TUN,1980,22000
TUN,1979,22000
TUN,1978,22000
TUN,1977,21000
TUN,1976,22000
TUN,1975,21000
TUN,1974,23000
TUN,1973,23000
TUN,1972,22000
TUN,1971,21000
TUN,1970,18900
TUN,1969,21000
TUN,1968,20000
TUN,1967,21600
TUN,1966,21600
TUN,1965,13300
TUN,1964,10500
TUR,2020,123000
TUR,2019,123000
TUR,2018,123000
TUR,2017,123000
TUR,2016,123000
TUR,2015,109000
TUR,2014,123000
TUR,2013,118000
TUR,2012,116000
TUR,2011,128000
TUR,2010,118000
TUR,2009,109000
TUR,2008,118000
TUR,2007,128000
TUR,2006,138000
TUR,2005,278000
TUR,2004,278000
TUR,2003,278000
TUR,2002,278000
TUR,2001,292000
TUR,2000,372000
TUR,1999,333000
TUR,1998,392000
TUR,1997,357000
TUR,1996,407000
TUR,1995,512000
TUR,1994,354000
TUR,1993,284000
TUR,1992,419000
TUR,1991,382000
TUR,1990,411000
TUR,1989,456100
TUR,1988,418100
TUR,1987,453100
TUR,1986,468100
TUR,1985,437100
TUR,1984,441100
TUR,1983,383800
TUR,1982,349500
TUR,1981,353500
TUR,1980,336300
TUR,1979,311100
TUR,1978,182000
TUR,1977,258000
TUR,1976,234000
TUR,1975,253000
TUR,1974,278000
TUR,1973,317000
TUR,1972,246200
TUR,1971,196900
TUR,1970,111900
TUR,1969,85900
TUR,1968,89200
TUR,1967,86100
TUR,1966,86000
TUR,1965,84100
TUR,1964,85200
TUR,1963,77300
TUR,1962,70900
TUR,1961,45900
TKM,2020,0
TKM,2019,0
TKM,2018,0
TKM,2017,0
TKM,2016,0
TKM,2015,0
TKM,2014,0
TKM,2013,0
TKM,2012,0
UKR,2020,0
UKR,2019,0
UKR,2018,0
UKR,2017,0
UKR,2016,0
UKR,2015,0
UKR,2014,0
UKR,2013,0
UKR,2012,0
UKR,2011,0
UKR,2010,0
UKR,2009,0
UKR,2008,0
UKR,2007,0
UKR,2006,0
UKR,2005,0
UKR,2004,68000
UKR,2003,68000
UKR,2002,68000
UKR,2001,68000
UKR,2000,62000
UKR,1999,50000
UKR,1998,45000
UKR,1997,37000
UKR,1996,52000
UKR,1995,84000
UKR,1994,70000
UKR,1993,70000
UKR,1992,102000
USA,2020,49903029
USA,2019,50955984
USA,2018,52186107
USA,2017,48350516
USA,2016,48765200
USA,2015,48503940
USA,2014,49103770
USA,2013,48184100
USA,2012,49519530
USA,2011,50459622
USA,2010,50250939
USA,2009,48390972
USA,2008,52243853
USA,2007,54980637
USA,2006,53074122
USA,2005,54164336
USA,2004,53816954
USA,2003,52541714
USA,2002,52913583
USA,2001,53025144
USA,2000,57177803
USA,1999,57609000
USA,1998,58766535
USA,1997,59600000
USA,1996,58468000
USA,1995,59909000
USA,1994,64732000
USA,1993,57226000
USA,1992,58213008
USA,1991,57893000
USA,1990,56397000
USA,1989,55285000
USA,1988,54590008
USA,1987,53178016
USA,1986,51056008
USA,1985,48296000
USA,1984,49607008
USA,1983,46819008
USA,1982,44295008
USA,1981,46631016
USA,1980,45569008
USA,1979,44562000
USA,1978,42463000
USA,1977,40917000
USA,1976,39680000
USA,1975,36015000
USA,1974,40416000
USA,1973,40336000
USA,1972,38953000
USA,1971,36467000
USA,1970,36341000
USA,1969,35868000
USA,1968,34335300
USA,1967,30993000
USA,1966,30678900
USA,1965,28329300
USA,1964,26939100
USA,1963,24965300
USA,1962,23105800
USA,1961,22075200
URY,2020,2792781
URY,2019,2618000
URY,2018,2543345
URY,2017,2644000
URY,2016,2604326
URY,2015,2412000
URY,2014,1910000
URY,2013,1240000
URY,2012,1154000
URY,2011,1088000
URY,2010,1116000
URY,2009,1066000
URY,2008,967000
URY,2007,131000
URY,2006,34000
URY,2005,34000
URY,2004,38000
URY,2003,35000
URY,2002,35000
URY,2001,35000
URY,2000,35000
URY,1999,38000
URY,1998,35000
URY,1997,37000
URY,1996,29000
URY,1995,29000
URY,1994,36000
URY,1993,36000
URY,1992,36000
URY,1991,36400
URY,1990,26000
URY,1989,30000
URY,1988,28000
URY,1987,34300
URY,1986,33600
URY,1985,25300
URY,1984,27800
URY,1983,23400
URY,1982,21300
URY,1981,21300
URY,1980,23400
URY,1979,22200
URY,1978,22500
URY,1977,18100
URY,1976,18300
URY,1975,18800
URY,1974,16800
URY,1973,9300
URY,1972,9000
URY,1971,12600
URY,1970,10000
URY,1969,9200
URY,1968,8400
URY,1967,8300
URY,1966,6800
URY,1965,6800
URY,1964,6300
URY,1963,5000
URY,1962,4000
URY,1961,7000
UZB,2020,21358
UZB,2019,25290
UZB,2018,24700
UZB,2017,24617
UZB,2016,20216
UZB,2015,16400
UZB,2014,16900
UZB,2013,16900
UZB,2012,16900
UZB,2011,15000
UZB,2010,9500
UZB,2009,9500
UZB,2008,9500
UZB,2007,9900
VNM,2020,460000
VNM,2019,460000
VNM,2018,460000
VNM,2017,460000
VNM,2016,460000
VNM,2015,460000
VNM,2014,460000
VNM,2013,460000
VNM,2012,460000
VNM,2011,445000
VNM,2010,295000
VNM,2009,268000
VNM,2008,268000
VNM,2007,265000
VNM,2006,257000
VNM,2005,352000
VNM,2004,352000
VNM,2003,305500
VNM,2002,314000
VNM,2001,314000
VNM,2000,314000
VNM,1999,294000
VNM,1998,133000
VNM,1997,133000
VNM,1996,133000
VNM,1995,133000
VNM,1994,133000
VNM,1993,133000
VNM,1992,124300
VNM,1991,115200
VNM,1990,67500
VNM,1989,62000
VNM,1988,62000
VNM,1987,62000
VNM,1986,62000
VNM,1985,55000
VNM,1984,47000
VNM,1983,43000
VNM,1982,38000
VNM,1981,15000
VNM,1980,15000
VNM,1979,15000
VNM,1978,15000
VNM,1977,17000
VNM,1976,15000
VNM,1975,15000
VNM,1974,15000
VNM,1973,15000
VNM,1972,15000
VNM,1971,15000
VNM,1970,14500
VNM,1969,14300
VNM,1968,13300
VNM,1967,4000
VNM,1966,4000
VNM,1965,1400
VNM,1964,3200
VNM,1963,1400
ZWE,2020,0
ZWE,2019,0
ZWE,2018,0
ZWE,2017,0
ZWE,2016,0
ZWE,2015,0
ZWE,2014,0
ZWE,2013,0
ZWE,2012,2000
ZWE,2011,2000
ZWE,2010,2000
ZWE,2009,49000
ZWE,2008,49000
ZWE,2007,49000
ZWE,2006,49000
ZWE,2005,28000
ZWE,2004,28000
ZWE,2003,28000
ZWE,2002,42000
ZWE,2001,42000
ZWE,2000,42000
ZWE,1999,42000
ZWE,1998,42000
ZWE,1997,42000
ZWE,1996,42000
ZWE,1995,42000
ZWE,1994,42000
ZWE,1993,42000
ZWE,1992,42000
ZWE,1991,42000
ZWE,1990,42000
ZWE,1989,37000
ZWE,1988,37000
ZWE,1987,32000
ZWE,1986,28000
ZWE,1985,31000
ZWE,1984,33000
ZWE,1983,26000
ZWE,1982,25000
ZWE,1981,26000
ZWE,1980,26000
ZWE,1979,24000
ZWE,1978,21000
ZWE,1977,16000
ZWE,1976,16000
ZWE,1975,16000
ZWE,1974,16000
ZWE,1973,16000
ZWE,1972,14700
ZWE,1971,14200
ZWE,1970,10000
ZWE,1969,8000
ZWE,1968,7000
ZWE,1967,5000
ZWE,1966,5000
ZWE,1965,5700
ZWE,1964,5500
ZWE,1963,3400
ZWE,1962,2700
ZWE,1961,4000
