country_code,year,wood_pulp_import_tonnes
SAU,1997,37411
SAU,1996,98311
SAU,1995,94392
SAU,1994,77888
SAU,1993,58771
SAU,1992,41151
SEN,2020,4850
SEN,2019,1368
SEN,2018,1438
SEN,2017,1028
SEN,2016,647
SEN,2015,649
SEN,2014,505
SEN,2013,691
SEN,2012,615
SEN,2011,397
SEN,2010,272
SEN,2009,345
SEN,2008,512
SEN,2007,300
SEN,2006,300
SEN,2005,300
SEN,2004,300
SEN,2003,300
SEN,2002,300
SEN,2001,300
SEN,2000,1700
SEN,1999,1700
SEN,1998,100
SEN,1997,100
SEN,1996,100
SEN,1995,100
SEN,1994,87
SEN,1993,87
SEN,1992,67
SRB,2020,85900
SRB,2019,73400
SRB,2018,72700
SRB,2017,64000
SRB,2016,45000
SRB,2015,46500
SRB,2014,45100
SRB,2013,48000
SRB,2012,38390
SRB,2011,37071
SRB,2010,34085
SRB,2009,29000
SRB,2008,15000
SRB,2007,12000
SRB,2006,11000
SYC,2020,0
SYC,2019,0
SYC,2018,42
SYC,2017,42
SYC,2016,42
SYC,2015,57
SLE,2020,1511
SLE,2019,1511
SLE,2018,1511
SLE,2017,1511
SLE,2016,1805
SLE,2015,1805
SLE,2014,1805
SLE,2013,1806
SLE,2012,1806
SLE,2011,1806
SLE,2010,1806
SLE,2009,1809
SLE,2008,1809
SLE,2007,1809
SLE,2006,1045
SLE,2005,1090
SLE,2004,1090
SLE,2003,897
SLE,2002,69
SLE,2001,869
SLE,2000,869
SLE,1999,869
SLE,1998,869
SLE,1997,729
SLE,1996,418
SLE,1995,18
SLE,1994,18
SLE,1993,22
SLE,1992,1477
SGP,2020,384895
SGP,2019,834143
SGP,2018,914425
SGP,2017,399376
SGP,2016,771918
SGP,2015,580206
SGP,2014,589991
SGP,2013,568509
SGP,2012,518337
SGP,2011,118703
SGP,2010,39708
SGP,2009,32884
SGP,2008,12073
SGP,2007,20437
SGP,2006,22889
SGP,2005,5805
SGP,2004,7490
SGP,2003,4784
SGP,2002,57900
SGP,2001,57900
SGP,2000,72700
SGP,1999,72700
SGP,1998,365000
SGP,1997,31000
SGP,1996,31000
SGP,1995,33900
SGP,1994,28103
SGP,1993,15479
SGP,1992,30208
SGP,1991,24700
SGP,1990,24100
SGP,1989,12500
SGP,1988,25100
SGP,1987,16700
SGP,1986,17000
SGP,1985,5800
SGP,1984,10500
SGP,1983,3300
SGP,1982,2500
SGP,1981,3400
SGP,1980,4800
SGP,1979,1700
SGP,1978,5300
SGP,1977,1000
SGP,1976,1900
SGP,1975,1200
SGP,1974,1600
SGP,1973,4500
SGP,1972,2700
SGP,1971,2000
SGP,1970,2600
SGP,1969,1500
SGP,1968,1300
SGP,1967,100
SGP,1966,100
SGP,1965,200
SVK,2020,162223
SVK,2019,159348
SVK,2018,150391
SVK,2017,152956
SVK,2016,157509
SVK,2015,164920
SVK,2014,160680
SVK,2013,139821
SVK,2012,185638
SVK,2011,210717
SVK,2010,199029
SVK,2009,156267
SVK,2008,157083
SVK,2007,145598
SVK,2006,89000
SVK,2005,96000
SVK,2004,104000
SVK,2003,107000
SVK,2002,85000
SVK,2001,85000
SVK,2000,76000
SVK,1999,67441
SVK,1998,61200
SVK,1997,1300
SVK,1996,29900
SVK,1995,33000
SVK,1994,24000
SVK,1993,1142
SVN,2020,288947
SVN,2019,237325
SVN,2018,249076
SVN,2017,240708
SVN,2016,246975
SVN,2015,227665
SVN,2014,236531
SVN,2013,199990
SVN,2012,201522
SVN,2011,198344
SVN,2010,211096
SVN,2009,222201
SVN,2008,222663
SVN,2007,233048
SVN,2006,198456
SVN,2005,194596
SVN,2004,202660
SVN,2003,186284
SVN,2002,168200
SVN,2001,158770
SVN,2000,164283
SVN,1999,150000
SVN,1998,159000
SVN,1997,159000
SVN,1996,125300
SVN,1995,138800
SVN,1994,140000
SVN,1993,125629
SVN,1992,120563
SLB,2020,16
SLB,2019,16
SLB,2018,16
SLB,2017,7
SLB,2016,18
SOM,2020,0
SOM,2019,0
SOM,2018,0
SOM,2017,0
SOM,2016,0
SOM,2015,0
SOM,2014,0
SOM,2013,45
SOM,2012,45
SOM,2011,45
SOM,2010,45
SOM,2009,45
SOM,2008,45
SOM,2007,0
SOM,2006,0
SOM,2005,0
SOM,2004,0
SOM,2003,0
SOM,2002,0
SOM,2001,0
SOM,2000,0
SOM,1999,0
SOM,1998,0
SOM,1997,0
SOM,1996,0
SOM,1995,0
SOM,1994,0
SOM,1992,23
ZAF,2020,151913
ZAF,2019,176840
ZAF,2018,205300
ZAF,2017,165433
ZAF,2016,165501
ZAF,2015,143253
ZAF,2014,147774
ZAF,2013,126048
ZAF,2012,76305
ZAF,2011,65829
ZAF,2010,59812
ZAF,2009,62212
ZAF,2008,81666
ZAF,2007,103411
ZAF,2006,33024
ZAF,2005,70482
ZAF,2004,68088
ZAF,2003,59927
ZAF,2002,63500
ZAF,2001,50700
ZAF,2000,70000
ZAF,1999,70000
ZAF,1998,76600
ZAF,1997,95100
ZAF,1996,95100
ZAF,1995,61351
ZAF,1994,60767
ZAF,1993,56134
ZAF,1992,39963
ZAF,1991,89405
ZAF,1990,89405
ZAF,1989,88271
ZAF,1988,57957
ZAF,1987,57324
ZAF,1986,55216
ZAF,1985,55900
ZAF,1984,198400
ZAF,1983,288600
ZAF,1982,120600
ZAF,1981,180400
ZAF,1980,208600
ZAF,1979,129300
ZAF,1978,125800
ZAF,1977,120100
ZAF,1976,116600
ZAF,1975,92900
ZAF,1974,106700
ZAF,1973,104900
ZAF,1972,78200
ZAF,1971,63500
ZAF,1970,65900
ZAF,1969,62800
ZAF,1968,34500
ZAF,1967,1100
ZAF,1966,3000
ZAF,1965,2100
ZAF,1964,4300
ZAF,1963,4000
ZAF,1962,3300
ZAF,1961,7800
ESP,2020,1046749
ESP,2019,1053864
ESP,2018,1095874
ESP,2017,1088303
ESP,2016,1127550
ESP,2015,1125716
ESP,2014,1006150
ESP,2013,1119215
ESP,2012,1005585
ESP,2011,969470
ESP,2010,1184796
ESP,2009,922761
ESP,2008,979310
ESP,2007,958470
ESP,2006,928114
ESP,2005,880619
ESP,2004,845000
ESP,2003,777000
ESP,2002,789000
ESP,2001,733976
ESP,2000,669227
ESP,1999,565000
ESP,1998,723000
ESP,1997,575600
ESP,1996,502300
ESP,1995,521100
ESP,1994,419000
ESP,1993,428728
ESP,1992,498554
ESP,1991,391800
ESP,1990,430100
ESP,1989,315000
ESP,1988,421100
ESP,1987,432800
ESP,1986,465800
ESP,1985,351000
ESP,1984,307000
ESP,1983,281000
ESP,1982,322000
ESP,1981,266000
ESP,1980,298700
ESP,1979,292200
ESP,1978,273500
ESP,1977,269100
ESP,1976,249400
ESP,1975,317700
ESP,1974,340500
ESP,1973,380200
ESP,1972,340100
ESP,1971,257600
ESP,1970,301300
ESP,1969,287200
ESP,1968,246000
ESP,1967,5000
ESP,1966,9800
ESP,1965,14700
ESP,1964,23400
ESP,1963,26300
ESP,1962,32000
ESP,1961,19500
LKA,2020,5310
LKA,2019,5253
LKA,2018,4087
LKA,2017,3683
LKA,2016,4408
LKA,2015,3005
LKA,2014,4076
LKA,2013,2237
LKA,2012,2260
LKA,2011,1877
LKA,2010,1374
LKA,2009,1448
LKA,2008,1366
LKA,2007,1341
LKA,2006,1163
LKA,2005,1061
LKA,2004,1560
LKA,2003,9292
LKA,2002,9347
LKA,2001,13185
LKA,2000,12602
LKA,1999,12602
LKA,1998,12602
LKA,1997,12602
LKA,1996,11100
LKA,1995,6706
LKA,1994,5400
LKA,1993,6264
LKA,1992,4185
LKA,1991,2200
LKA,1990,1200
LKA,1989,1800
LKA,1988,12500
LKA,1987,8100
LKA,1986,5300
LKA,1985,2400
LKA,1984,4900
LKA,1983,4900
LKA,1982,3900
LKA,1981,5900
LKA,1980,4000
LKA,1979,15100
LKA,1978,11100
LKA,1977,8000
LKA,1976,6400
LKA,1975,6400
LKA,1974,6400
LKA,1973,6400
LKA,1972,6400
LKA,1971,15000
LKA,1970,1600
LKA,1969,4100
LKA,1968,3500
LKA,1967,3200
LKA,1966,2600
LKA,1965,5100
LKA,1964,3100
LKA,1963,1300
LKA,1962,2300
SDN,2020,18
SDN,2019,18
SDN,2018,6
SDN,2017,6
SDN,2016,6
SDN,2015,6
SDN,2014,6
SDN,2013,6
SDN,2012,6
SUR,2020,422
SUR,2019,422
SWE,2020,625740
SWE,2019,558785
SWE,2018,612167
SWE,2017,568145
SWE,2016,536555
SWE,2015,394769
SWE,2014,391250
SWE,2013,421782
SWE,2012,501991
SWE,2011,460538
SWE,2010,440118
SWE,2009,354032
SWE,2008,450539
SWE,2007,421000
SWE,2006,454990
SWE,2005,466691
SWE,2004,435252
SWE,2003,399999
SWE,2002,387391
SWE,2001,308610
SWE,2000,307350
SWE,1999,276000
SWE,1998,249400
SWE,1997,239500
SWE,1996,225000
SWE,1995,224000
SWE,1994,230000
SWE,1993,159269
SWE,1992,186775
SWE,1991,165000
SWE,1990,192000
SWE,1989,139600
SWE,1988,132200
SWE,1987,140300
SWE,1986,155100
SWE,1985,134200
SWE,1984,127700
SWE,1983,110500
SWE,1982,91600
SWE,1981,77400
SWE,1980,47700
SWE,1979,40200
SWE,1978,17700
SWE,1977,13100
SWE,1976,18500
SWE,1975,27200
SWE,1974,18000
SWE,1973,47300
SWE,1972,36800
SWE,1971,24800
SWE,1970,26500
SWE,1969,13100
SWE,1968,4800
SWE,1967,1200
SWE,1966,3100
SWE,1965,700
SWE,1964,300
SWE,1963,200
SWE,1962,0
SWE,1961,1400
CHE,2020,99204
CHE,2019,96058
CHE,2018,106448
CHE,2017,107974
CHE,2016,121316
CHE,2015,148715
CHE,2014,156764
CHE,2013,164321
CHE,2012,201942
CHE,2011,295288
CHE,2010,471795
CHE,2009,444840
CHE,2008,513951
CHE,2007,533846
CHE,2006,462162
CHE,2005,507241
CHE,2004,505091
CHE,2003,463360
CHE,2002,462162
CHE,2001,444050
CHE,2000,465230
CHE,1999,477500
CHE,1998,433200
CHE,1997,423000
CHE,1996,419000
CHE,1995,405000
CHE,1994,413000
CHE,1993,381713
CHE,1992,404476
CHE,1991,373200
CHE,1990,339000
CHE,1989,355000
CHE,1988,356000
CHE,1987,328000
CHE,1986,333000
CHE,1985,310000
CHE,1984,290000
CHE,1983,294000
CHE,1982,230000
CHE,1981,276900
CHE,1980,290900
CHE,1979,256200
CHE,1978,278900
CHE,1977,241100
CHE,1976,196500
CHE,1975,203200
CHE,1974,253400
CHE,1973,253800
CHE,1972,214100
CHE,1971,189900
CHE,1970,242000
CHE,1969,193700
CHE,1968,186200
CHE,1967,28200
CHE,1966,25400
CHE,1965,28000
CHE,1964,36700
CHE,1963,33000
CHE,1962,22900
CHE,1961,26200
TJK,2020,14
TJK,2019,555
TJK,2018,190
TJK,2017,190
TJK,2016,190
TJK,2015,190
TJK,2014,190
TJK,2013,190
TJK,2012,189
TJK,2011,62
TJK,2010,0
TJK,2009,0
TJK,2008,0
TJK,2007,0
TJK,2006,0
TJK,2005,0
TJK,2004,0
THA,2020,508775
THA,2019,543446
THA,2018,621143
THA,2017,674761
THA,2016,672967
THA,2015,631333
THA,2014,550260
THA,2013,556202
THA,2012,556202
THA,2011,527563
THA,2010,562142
THA,2009,430773
THA,2008,452884
THA,2007,473782
THA,2006,464438
THA,2005,466625
THA,2004,464323
THA,2003,470000
THA,2002,451000
THA,2001,385000
THA,2000,410000
THA,1999,423000
THA,1998,318000
THA,1997,399800
THA,1996,398300
THA,1995,327300
THA,1994,286800
THA,1993,309853
THA,1992,222022
THA,1991,187000
THA,1990,129400
THA,1989,112900
THA,1988,97300
THA,1987,111800
THA,1986,100100
THA,1985,97800
THA,1984,64900
THA,1983,117600
THA,1982,89500
THA,1981,108900
THA,1980,79700
THA,1979,127700
THA,1978,98700
THA,1977,82600
THA,1976,65200
THA,1975,26400
THA,1974,81400
THA,1973,81400
THA,1972,66100
THA,1971,30400
THA,1970,36600
THA,1969,30200
THA,1968,12500
THA,1967,3300
THA,1965,1600
THA,1964,2800
THA,1963,1400
THA,1962,1500
THA,1961,700
TGO,2020,44
TGO,2019,44
TGO,2018,76
TGO,2017,76
TGO,2016,91
TGO,2015,80
TGO,2014,81
TGO,2013,100
TGO,2012,100
TGO,2011,83
TGO,2010,83
TGO,2009,90
TGO,2008,80
TGO,2007,82
TGO,2006,74
TGO,2005,124
TGO,2004,124
TGO,2003,3
TGO,2002,0
TGO,2001,0
TGO,2000,0
TGO,1999,0
TGO,1998,0
TGO,1997,0
TGO,1996,0
TGO,1995,0
TGO,1994,0
TGO,1993,5
TGO,1992,8
TON,2020,2
TON,2019,2
TON,2018,2
TON,2017,2
TON,2016,2
TON,2015,2
TON,2014,2
TON,2013,9
TON,2012,9
TON,2011,9
TON,2010,9
TON,2009,9
TON,2008,7
TON,2007,7
TTO,2020,9246
TTO,2019,25770
TTO,2018,17352
TTO,2017,22246
TTO,2016,23817
TTO,2015,22064
TTO,2014,27325
TTO,2013,16999
TTO,2012,15769
TTO,2011,13072
TTO,2010,16396
TTO,2009,17902
TTO,2008,3550
TTO,2007,3550
TTO,2006,3550
TTO,2005,3550
TTO,2004,3550
TTO,2003,3550
TTO,2002,3580
TTO,2001,6300
TTO,2000,6300
TTO,1999,5600
TTO,1998,7200
TTO,1997,4900
TTO,1996,2400
TTO,1995,2900
TTO,1994,3400
TTO,1993,2540
TTO,1992,2795
TTO,1990,2000
TTO,1989,800
TTO,1988,1600
TTO,1987,1400
TTO,1986,1300
TTO,1985,800
TTO,1984,600
TTO,1983,400
TTO,1982,800
TTO,1981,400
TTO,1980,400
TTO,1979,400
TTO,1978,500
TTO,1977,300
TTO,1976,300
TTO,1975,200
TTO,1974,200
TUN,2020,61697
TUN,2019,119670
TUN,2018,88267
TUN,2017,110657
TUN,2016,139102
TUN,2015,140165
TUN,2014,78137
TUN,2013,113559
TUN,2012,125076
TUN,2011,96636
TUN,2010,101802
TUN,2009,76060
TUN,2008,136934
TUN,2007,105210
TUN,2006,96440
TUN,2005,96440
TUN,2004,96440
TUN,2003,50900
TUN,2002,50900
TUN,2001,37600
TUN,2000,48400
TUN,1999,35500
TUN,1998,55200
TUN,1997,58800
TUN,1996,50700
TUN,1995,60061
TUN,1994,42939
TUN,1993,28868
TUN,1992,61971
TUN,1991,27900
TUN,1990,29000
TUN,1989,29000
TUN,1988,29000
TUN,1987,29000
TUN,1986,15600
TUN,1985,20300
TUN,1984,17500
TUN,1983,15100
TUN,1982,8200
TUN,1981,27800
TUN,1980,5400
TUN,1979,5400
TUN,1978,9800
TUN,1977,6400
TUN,1976,6400
TUN,1975,3500
TUN,1974,8700
TUN,1973,8300
TUN,1972,1000
TUN,1971,2100
TUN,1970,8900
TUR,2020,1424018
TUR,2019,1345159
TUR,2018,1261265
TUR,2017,1227100
TUR,2016,1150200
TUR,2015,1030100
TUR,2014,967731
TUR,2013,938491
TUR,2012,841500
TUR,2011,770440
TUR,2010,627000
TUR,2009,618110
TUR,2008,599000
TUR,2007,577000
TUR,2006,486666
TUR,2005,486666
TUR,2004,368000
TUR,2003,368000
TUR,2002,368000
TUR,2001,301000
TUR,2000,320000
TUR,1999,319000
TUR,1998,304000
TUR,1997,263400
TUR,1996,209000
TUR,1995,229700
TUR,1994,195900
TUR,1993,227534
TUR,1992,157677
TUR,1991,95900
TUR,1990,95900
TUR,1989,110800
TUR,1988,139600
TUR,1987,102700
TUR,1986,100600
TUR,1985,100600
TUR,1984,83900
TUR,1983,67000
TUR,1982,55000
TUR,1981,36600
TUR,1980,46700
TUR,1979,30200
TUR,1978,25900
TUR,1977,63200
TUR,1976,99400
TUR,1975,18000
TUR,1974,26900
TUR,1973,42800
TUR,1972,52300
TUR,1971,32500
TUR,1970,11300
TUR,1969,11300
TUR,1968,9900
TUR,1967,2000
TUR,1966,8300
TUR,1965,7900
TUR,1964,5400
TUR,1963,7400
TUR,1962,12000
TUR,1961,6700
TKM,2020,1938
TKM,2019,1938
TKM,2018,1861
TKM,2017,10
TKM,2016,10
TKM,2015,10
TKM,2014,10
TKM,2013,10
TKM,2012,9
TKM,2011,13
TKM,2010,0
TKM,2009,0
TKM,2008,0
TKM,2007,0
TKM,2006,0
TKM,2005,0
TKM,2004,0
TKM,2003,0
TKM,2002,0
TKM,2001,0
TKM,2000,0
TKM,1999,0
TKM,1998,0
TKM,1997,0
TUV,2020,29
TUV,2019,29
UGA,2020,994
UGA,2019,52
UGA,2018,199
UGA,2017,137
UGA,2016,67
UGA,2015,81
UGA,2014,123
UGA,2013,406
UGA,2012,406
UGA,2011,406
UGA,2010,219
UGA,2009,206
UGA,2008,206
UGA,2007,206
UGA,2006,196
UGA,2005,175
UGA,2004,175
UGA,2003,94
UGA,2002,10
UGA,2001,10
UGA,2000,10
UGA,1999,10
UGA,1998,10
UGA,1997,10
UGA,1996,10
UGA,1995,10
UGA,1994,10
UGA,1993,10
UKR,2020,76052
UKR,2019,72059
UKR,2018,66295
UKR,2017,59176
UKR,2016,71570
UKR,2015,71570
UKR,2014,71570
UKR,2013,71570
UKR,2012,77220
UKR,2011,84367
UKR,2010,87242
UKR,2009,112500
UKR,2008,112500
UKR,2007,112500
UKR,2006,91400
UKR,2005,91440
UKR,2004,95050
UKR,2003,87090
UKR,2002,73030
UKR,2001,64600
UKR,2000,54827
UKR,1999,54827
UKR,1998,53445
UKR,1997,48100
UKR,1996,63200
UKR,1995,2100
UKR,1994,2100
UKR,1993,2100
UKR,1992,2112
ARE,2020,609838
ARE,2019,447787
ARE,2018,184118
ARE,2017,191106
ARE,2016,142717
ARE,2015,138638
ARE,2014,127219
ARE,2013,163918
ARE,2012,84264
ARE,2011,75472
ARE,2010,59862
ARE,2009,51370
ARE,2008,38767
ARE,2007,19540
ARE,2006,35963
ARE,2005,20363
ARE,2004,20363
ARE,2003,17500
ARE,2002,17500
ARE,2001,17500
ARE,2000,7000
ARE,1999,14200
ARE,1998,14200
ARE,1997,12200
ARE,1996,12200
ARE,1995,3400
ARE,1994,3400
ARE,1993,2400
ARE,1992,356
USA,2020,5661107
USA,2019,5299721
USA,2018,5564687
USA,2017,5377000
USA,2016,5588864
USA,2015,5351465
USA,2014,5755924
USA,2013,5545112
USA,2012,5199473
USA,2011,5549875
USA,2010,5591374
USA,2009,4597488
USA,2008,5710231
USA,2007,6198607
USA,2006,6346385
USA,2005,6225201
USA,2004,6190103
USA,2003,6069924
USA,2002,6574830
USA,2001,6666427
USA,2000,6596000
USA,1999,6071530
USA,1998,5479000
USA,1997,5805000
USA,1996,5164000
USA,1995,5417000
USA,1994,5126000
USA,1993,4914602
USA,1992,4564975
USA,1991,4532600
USA,1990,4439000
USA,1989,4630400
USA,1988,4359300
USA,1987,4407400
USA,1986,4106200
USA,1985,3982600
USA,1984,4043700
USA,1983,3706300
USA,1982,3295700
USA,1981,3685500
USA,1980,3652400
USA,1979,3880800
USA,1978,3608800
USA,1977,3462900
USA,1976,3359600
USA,1975,2770100
USA,1974,3691000
USA,1973,3592700
USA,1972,3358100
USA,1971,3163400
USA,1970,3166600
USA,1969,3643900
USA,1968,3175500
USA,1967,492600
USA,1966,552900
USA,1965,567200
USA,1964,563800
USA,1963,544400
USA,1962,547000
USA,1961,458700
URY,2020,6284
URY,2019,5564
URY,2018,5563
URY,2017,6912
URY,2016,6927
URY,2015,6031
URY,2014,27500
URY,2013,19704
URY,2012,22648
URY,2011,21000
URY,2010,17000
URY,2009,26187
URY,2008,9187
URY,2007,10187
URY,2006,8187
URY,2005,15187
URY,2004,13325
URY,2003,14800
URY,2002,14800
URY,2001,16400
URY,2000,16350
URY,1999,19950
URY,1998,21800
URY,1997,20800
URY,1996,14721
URY,1995,12577
URY,1994,10992
URY,1993,6176
URY,1992,6055
URY,1991,4400
URY,1990,6000
URY,1989,5400
URY,1988,7800
URY,1987,9900
URY,1986,9750
URY,1985,6900
URY,1984,6500
URY,1983,6700
URY,1982,4500
URY,1981,6100
URY,1980,9000
URY,1979,11200
URY,1978,10000
URY,1977,8100
URY,1976,6500
URY,1975,6500
URY,1974,7600
URY,1973,12100
URY,1972,8800
URY,1971,10400
URY,1970,11500
URY,1969,11700
URY,1968,17300
URY,1967,1900
URY,1966,600
URY,1965,900
URY,1964,1000
URY,1963,500
URY,1962,700
UZB,2020,13648
UZB,2019,16004
UZB,2018,14943
UZB,2017,3311
UZB,2016,3311
UZB,2015,2951
UZB,2014,3040
UZB,2013,3040
UZB,2012,3047
UZB,2011,1724
UZB,2010,1581
UZB,2009,1312
UZB,2008,2328
UZB,2007,6185
UZB,2006,3841
UZB,2005,5030
UZB,2004,1054
UZB,2003,1725
UZB,2002,2122
UZB,2001,1876
UZB,2000,1657
UZB,1999,1175
UZB,1998,1175
VUT,2020,500
VUT,2019,500
VUT,2018,500
VUT,2017,500
VUT,2016,500
VUT,2015,500
VUT,2014,500
VUT,2013,500
VUT,2012,500
VUT,2011,500
VUT,2010,500
VUT,2009,500
VUT,2008,500
VUT,2007,500
VUT,2006,500
VUT,2005,500
VUT,2004,500
VUT,2003,500
VUT,2002,500
VUT,2001,500
VNM,2020,391451
VNM,2019,403431
VNM,2018,463644
VNM,2017,358983
VNM,2016,345419
VNM,2015,264383
VNM,2014,225756
VNM,2013,348440
VNM,2012,225133
VNM,2011,158087
VNM,2010,158087
VNM,2009,123753
VNM,2008,131610
VNM,2007,131610
VNM,2006,160441
VNM,2005,104998
VNM,2004,104998
VNM,2003,33200
VNM,2002,33200
VNM,2001,84500
VNM,2000,45200
VNM,1999,45200
VNM,1998,71729
VNM,1997,41229
VNM,1996,34654
VNM,1995,34959
VNM,1994,16874
VNM,1993,12353
VNM,1992,2117
VNM,1987,0
VNM,1974,6100
VNM,1973,6100
VNM,1969,27100
VNM,1968,10900
YEM,2020,2752
YEM,2019,1267
YEM,2018,24
YEM,2017,24
YEM,2016,24
YEM,2015,24
YEM,2014,49
YEM,2013,0
YEM,2012,0
YEM,2011,0
YEM,2010,21
YEM,2009,0
YEM,2008,176
YEM,2007,176
YEM,2006,176
YEM,2005,176
YEM,2004,176
YEM,2003,200
YEM,2002,200
YEM,2001,400
YEM,2000,400
YEM,1999,400
YEM,1998,1023
YEM,1997,1268
YEM,1996,1041
YEM,1995,3450
YEM,1994,4842
YEM,1993,1047
YEM,1992,697
ZMB,2020,217
ZMB,2019,396
ZMB,2018,107
ZMB,2017,167
ZMB,2016,29
ZMB,2015,114
ZMB,2014,114
ZMB,2013,68
ZMB,2012,106
ZMB,2011,106
ZMB,2010,80
ZMB,2009,111
ZMB,2008,94
ZMB,2007,94
ZMB,2006,94
ZMB,2005,94
ZMB,2004,94
ZMB,2003,16
ZMB,2002,16
ZMB,2001,16
ZMB,2000,16
ZMB,1999,11
ZMB,1998,11
ZMB,1997,28
ZMB,1996,28
ZMB,1995,28
ZWE,2020,597
ZWE,2019,1089
ZWE,2018,1753
ZWE,2017,931
ZWE,2016,953
ZWE,2015,573
ZWE,2014,352
ZWE,2013,1080
ZWE,2012,918
ZWE,2011,1092
ZWE,2010,1100
ZWE,2009,641
ZWE,2008,1677
ZWE,2007,4286
ZWE,2006,10095
ZWE,2005,10095
ZWE,2004,10095
ZWE,2003,8900
ZWE,2002,8900
ZWE,2001,8900
ZWE,2000,8900
ZWE,1999,11000
ZWE,1998,8600
ZWE,1997,3600
ZWE,1996,2200
ZWE,1995,7310
ZWE,1994,1028
ZWE,1993,1785
ZWE,1992,5439
ZWE,1990,0
ZWE,1989,20700
ZWE,1988,20700
ZWE,1987,20700
ZWE,1986,16700
ZWE,1985,11300
ZWE,1984,11300
ZWE,1983,5000
ZWE,1982,14600
ZWE,1981,19800
ZWE,1980,17900
ZWE,1979,19100
ZWE,1978,16000
ZWE,1977,16200
ZWE,1976,18600
ZWE,1975,4100
ZWE,1974,4100
ZWE,1973,4100
ZWE,1972,4100
ZWE,1971,4100
ZWE,1970,4100
ZWE,1969,4100
ZWE,1968,4100
